target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	190.263	0	0
Gorai.001G000100.1.D	299	190.263	0	0
Gorai.001G000200.1.A	505	396.216	15.3846	1.36855
Gorai.001G000200.1.D	505	396.216	9.61538	0.855344
Gorai.001G000300.1.A	587	478.216	4.84036	0.356746
Gorai.001G000300.1.D	587	478.216	17.0511	1.25671
Gorai.001G000400.1.A	1443	1334.17	131	3.46072
Gorai.001G000400.1.D	1443	1334.17	0	0
Gorai.001G000500.1.A	983	874.169	63.5644	2.56286
Gorai.001G000500.1.D	983	874.169	43.4356	1.75129
Gorai.001G000600.1.A	675	566.169	0	0
Gorai.001G000600.1.D	675	566.169	0	0
Gorai.001G000700.1.A	935	826.169	0	0
Gorai.001G000700.1.D	935	826.169	0	0
Gorai.001G000800.1.A	1784	1675.17	37.3333	0.785497
Gorai.001G000800.1.D	1784	1675.17	26.6667	0.561069
Gorai.001G000900.1.A	1551	1442.17	385.69	9.42602
Gorai.001G000900.1.D	1551	1442.17	403.713	9.86649
Gorai.001G001000.1.A	1974	1865.17	84.2722	1.59247
Gorai.001G001000.1.D	1974	1865.17	112.728	2.13019
Gorai.001G001100.1.A	2591	2482.17	295.061	4.18974
Gorai.001G001100.1.D	2591	2482.17	328.939	4.67078
Gorai.001G001200.1.A	2440	2331.17	1409.19	21.306
Gorai.001G001200.1.D	2440	2331.17	1201.81	18.1706
Gorai.001G001300.1.A	2275	2166.17	989.354	16.0978
Gorai.001G001300.1.D	2275	2166.17	881.646	14.3453
Gorai.001G001400.1.A	1869	1760.17	74.6573	1.49494
Gorai.001G001400.1.D	1869	1760.17	82.3427	1.64883
Gorai.001G001500.1.A	1636	1527.17	263.827	6.08888
Gorai.001G001500.1.D	1636	1527.17	393.173	9.07409
Gorai.001G001600.1.A	2414	2305.17	394.052	6.025
Gorai.001G001600.1.D	2414	2305.17	369.948	5.65645
Gorai.001G001700.1.A	621	512.169	0	0
Gorai.001G001700.1.D	621	512.169	0	0
Gorai.001G001800.1.A	1622	1513.17	145.419	3.38719
Gorai.001G001800.1.D	1622	1513.17	94.5813	2.20305
Gorai.001G001900.1.A	1893	1784.17	38	0.750678
Gorai.001G001900.1.D	1893	1784.17	31	0.612395
Gorai.001G002000.1.A	2575	2466.17	802.632	11.471
Gorai.001G002000.1.D	2575	2466.17	409.855	5.85751
Gorai.001G002100.1.A	1933	1824.17	0	0
Gorai.001G002100.1.D	1933	1824.17	0	0
Gorai.001G002200.1.A	1511	1402.17	260.521	6.54861
Gorai.001G002200.1.D	1511	1402.17	217.479	5.46667
Gorai.001G002300.1.A	9038	8929.17	1342.48	5.29911
Gorai.001G002300.1.D	9038	8929.17	1256.52	4.9598
Gorai.001G002400.1.A	1315	1206.17	540.963	15.8076
Gorai.001G002400.1.D	1315	1206.17	864.037	25.2482
Gorai.001G002500.1.A	1371	1262.17	0	0
Gorai.001G002500.1.D	1371	1262.17	0	0
Gorai.001G002600.1.A	1892	1783.17	6	0.118595
Gorai.001G002600.1.D	1892	1783.17	0	0
Gorai.001G002700.1.A	3129	3020.17	135.171	1.57747
Gorai.001G002700.1.D	3129	3020.17	17.5753	0.205106
Gorai.001G002800.1.A	1758	1649.17	11	0.23509
Gorai.001G002800.1.D	1758	1649.17	8	0.170974
Gorai.001G002900.1.A	3057	2948.17	0	0
Gorai.001G002900.1.D	3057	2948.17	0	0
Gorai.001G003000.1.A	2943	2834.17	0	0
Gorai.001G003000.1.D	2943	2834.17	0	0
Gorai.001G003100.1.A	4194	4085.17	4.28571	0.036976
Gorai.001G003100.1.D	4194	4085.17	10.7143	0.0924399
Gorai.001G003200.1.A	2367	2258.17	16.5517	0.258341
Gorai.001G003200.1.D	2367	2258.17	239.448	3.73733
Gorai.001G003300.1.A	2132	2023.17	911.675	15.8823
Gorai.001G003300.1.D	2132	2023.17	703.325	12.2527
Gorai.001G003400.1.A	496	387.216	27	2.45763
Gorai.001G003400.1.D	496	387.216	7	0.637163
Gorai.001G003500.1.A	2044	1935.17	117.106	2.13288
Gorai.001G003500.1.D	2044	1935.17	160.894	2.9304
Gorai.001G003600.1.A	2311	2202.17	2.49394	0.0399155
Gorai.001G003600.1.D	2311	2202.17	25.0724	0.401283
Gorai.001G003700.1.A	2036	1927.17	375.707	6.87125
Gorai.001G003700.1.D	2036	1927.17	582.293	10.6495
Gorai.001G003800.1.A	1186	1077.17	4	0.130883
Gorai.001G003800.1.D	1186	1077.17	4	0.130883
Gorai.001G003900.1.A	1768	1659.17	0	0
Gorai.001G003900.1.D	1768	1659.17	0	0
Gorai.001G004000.1.A	2980	2871.17	466.747	5.72967
Gorai.001G004000.1.D	2980	2871.17	445.253	5.4658
Gorai.001G004100.1.A	1773	1664.17	0	0
Gorai.001G004100.1.D	1773	1664.17	0	0
Gorai.001G004200.1.A	1672	1563.17	254.569	5.73991
Gorai.001G004200.1.D	1672	1563.17	299.431	6.75146
Gorai.001G004300.1.A	1755	1646.17	0	0
Gorai.001G004300.1.D	1755	1646.17	0	0
Gorai.001G004400.1.A	1633	1524.17	0	0
Gorai.001G004400.1.D	1633	1524.17	80	1.84996
Gorai.001G004500.1.A	2100	1991.17	190.133	3.36554
Gorai.001G004500.1.D	2100	1991.17	322.867	5.71508
Gorai.001G004600.1.A	554	445.216	200.872	15.9021
Gorai.001G004600.1.D	554	445.216	1.12849	0.0893375
Gorai.001G004700.1.A	773	664.169	2	0.106135
Gorai.001G004700.1.D	773	664.169	5	0.265337
Gorai.001G004800.1.A	1302	1193.17	50.7491	1.49911
Gorai.001G004800.1.D	1302	1193.17	220.251	6.50612
Gorai.001G004900.1.A	694	585.169	244.212	14.7093
Gorai.001G004900.1.D	694	585.169	81.788	4.92622
Gorai.001G005000.1.A	1167	1058.17	42.2812	1.40831
Gorai.001G005000.1.D	1167	1058.17	56.7188	1.8892
Gorai.001G005100.1.A	803	694.169	0	0
Gorai.001G005100.1.D	803	694.169	0	0
Gorai.001G005200.1.A	2688	2579.17	223.51	3.05438
Gorai.001G005200.1.D	2688	2579.17	95.4901	1.30492
Gorai.001G005300.1.A	1090	981.169	5	0.179611
Gorai.001G005300.1.D	1090	981.169	0	0
Gorai.001G005400.1.A	1650	1541.17	0	0
Gorai.001G005400.1.D	1650	1541.17	1	0.0228695
Gorai.001G005500.1.A	1881	1772.17	1.09091	0.0216965
Gorai.001G005500.1.D	1881	1772.17	94.9091	1.8876
Gorai.001G005600.1.A	2246	2137.17	657.659	10.846
Gorai.001G005600.1.D	2246	2137.17	381.341	6.28898
Gorai.001G005700.1.A	2563	2454.17	4120.46	59.1763
Gorai.001G005700.1.D	2563	2454.17	2764.54	39.7031
Gorai.001G005800.1.A	1320	1211.17	283.674	8.25509
Gorai.001G005800.1.D	1320	1211.17	251.326	7.31372
Gorai.001G005900.1.A	2902	2793.17	22.9429	0.289505
Gorai.001G005900.1.D	2902	2793.17	50.0571	0.631648
Gorai.001G006000.1.A	2535	2426.17	12.2941	0.1786
Gorai.001G006000.1.D	2535	2426.17	6.70588	0.0974184
Gorai.001G006100.1.A	2524	2415.17	45.75	0.667651
Gorai.001G006100.1.D	2524	2415.17	15.25	0.22255
Gorai.001G006200.1.A	2724	2615.17	64.6661	0.871532
Gorai.001G006200.1.D	2724	2615.17	87.356	1.17733
Gorai.001G006300.1.A	817	708.169	22.5789	1.12376
Gorai.001G006300.1.D	817	708.169	16.4211	0.817279
Gorai.001G006400.1.A	2609	2500.17	0	0
Gorai.001G006400.1.D	2609	2500.17	44	0.620283
Gorai.001G006500.1.A	2379	2270.17	18.5625	0.288194
Gorai.001G006500.1.D	2379	2270.17	14.4375	0.224151
Gorai.001G006600.1.A	1814	1705.17	445.302	9.20437
Gorai.001G006600.1.D	1814	1705.17	423.698	8.75779
Gorai.001G006700.1.A	1234	1125.17	14	0.438547
Gorai.001G006700.1.D	1234	1125.17	0	0
Gorai.001G006800.1.A	663	554.169	141.363	8.99083
Gorai.001G006800.1.D	663	554.169	39.1898	2.49251
Gorai.001G006900.1.A	321	212.245	3.22902	0.536215
Gorai.001G006900.1.D	321	212.245	0	0
Gorai.001G007000.1.A	2302	2193.17	51.4301	0.826516
Gorai.001G007000.1.D	2302	2193.17	73.8483	1.18679
Gorai.001G007100.1.A	1885	1776.17	48.3962	0.960359
Gorai.001G007100.1.D	1885	1776.17	65.6038	1.30182
Gorai.001G007200.1.A	1096	987.169	75.9223	2.71072
Gorai.001G007200.1.D	1096	987.169	39.0777	1.39522
Gorai.001G007300.1.A	711	602.169	0	0
Gorai.001G007300.1.D	711	602.169	0	0
Gorai.001G007400.1.A	2197	2088.17	337.278	5.69283
Gorai.001G007400.1.D	2197	2088.17	57.7221	0.974277
Gorai.001G007500.1.A	1448	1339.17	86.5361	2.27755
Gorai.001G007500.1.D	1448	1339.17	82.4639	2.17037
Gorai.001G007600.1.A	3680	3571.17	274.805	2.7122
Gorai.001G007600.1.D	3680	3571.17	186.195	1.83765
Gorai.001G007700.1.A	1128	1019.17	0	0
Gorai.001G007700.1.D	1128	1019.17	0	0
Gorai.001G007800.1.A	1533	1424.17	2	0.0494965
Gorai.001G007800.1.D	1533	1424.17	0	0
Gorai.001G007900.1.A	2493	2384.17	88.8264	1.31314
Gorai.001G007900.1.D	2493	2384.17	236.174	3.49141
Gorai.001G008000.1.A	1954	1845.17	0	0
Gorai.001G008000.1.D	1954	1845.17	37	0.70676
Gorai.001G008100.1.A	1792	1683.17	30	0.628203
Gorai.001G008100.1.D	1792	1683.17	4	0.0837603
Gorai.001G008200.1.A	2931	2822.17	0	0
Gorai.001G008200.1.D	2931	2822.17	0	0
Gorai.001G008300.1.A	1060	951.169	0	0
Gorai.001G008300.1.D	1060	951.169	0	0
Gorai.001G008400.1.A	1580	1471.17	0	0
Gorai.001G008400.1.D	1580	1471.17	1	0.0239576
Gorai.001G008500.1.A	1876	1767.17	8.48276	0.169186
Gorai.001G008500.1.D	1876	1767.17	32.5172	0.648548
Gorai.001G008600.1.A	793	684.169	0	0
Gorai.001G008600.1.D	793	684.169	3	0.154548
Gorai.001G008700.1.A	1049	940.169	40	1.49955
Gorai.001G008700.1.D	1049	940.169	5	0.187443
Gorai.001G008800.1.A	3497	3388.17	77.6	0.80724
Gorai.001G008800.1.D	3497	3388.17	116.4	1.21086
Gorai.001G008900.1.A	2258	2149.17	370.257	6.07211
Gorai.001G008900.1.D	2258	2149.17	27.7426	0.454971
Gorai.001G009000.1.A	2376	2267.17	1	0.0155461
Gorai.001G009000.1.D	2376	2267.17	0	0
Gorai.001G009100.1.A	883	774.169	38	1.73003
Gorai.001G009100.1.D	883	774.169	5	0.227636
Gorai.001G009200.1.A	1709	1600.17	4.66667	0.102789
Gorai.001G009200.1.D	1709	1600.17	2.33333	0.0513946
Gorai.001G009300.1.A	1797	1688.17	553.783	11.5619
Gorai.001G009300.1.D	1797	1688.17	321.217	6.70639
Gorai.001G009400.1.A	1505	1396.17	191.631	4.83764
Gorai.001G009400.1.D	1505	1396.17	24.3692	0.615191
Gorai.001G009500.1.A	667	558.169	5972.95	377.163
Gorai.001G009500.1.D	667	558.169	3954.05	249.679
Gorai.001G009600.1.A	674	565.169	0.5	0.0311815
Gorai.001G009600.1.D	674	565.169	0.5	0.0311815
Gorai.001G009700.1.A	1176	1067.17	17	0.561464
Gorai.001G009700.1.D	1176	1067.17	0	0
Gorai.001G009800.1.A	1830	1721.17	424.496	8.69273
Gorai.001G009800.1.D	1830	1721.17	117.504	2.40622
Gorai.001G009900.1.A	1458	1349.17	240.9	6.29327
Gorai.001G009900.1.D	1458	1349.17	23.1	0.603465
Gorai.001G010000.1.A	1062	953.169	0	0
Gorai.001G010000.1.D	1062	953.169	0	0
Gorai.001G010100.1.A	2313	2204.17	64.8911	1.03764
Gorai.001G010100.1.D	2313	2204.17	48.1089	0.769284
Gorai.001G010200.1.A	982	873.169	8.55556	0.345347
