target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	194.768	1.15749	0.207766
Gorai.001G000100.1.D	299	194.768	1	0.179497
Gorai.001G000200.1.A	505	400.649	12.6	1.09947
Gorai.001G000200.1.D	505	400.649	5.4	0.4712
Gorai.001G000300.1.A	587	482.649	0	0
Gorai.001G000300.1.D	587	482.649	25.5579	1.85127
Gorai.001G000400.1.A	1443	1338.65	445	11.6217
Gorai.001G000400.1.D	1443	1338.65	0	0
Gorai.001G000500.1.A	983	878.649	120.031	4.77589
Gorai.001G000500.1.D	983	878.649	46.9688	1.86883
Gorai.001G000600.1.A	675	570.649	0	0
Gorai.001G000600.1.D	675	570.649	0	0
Gorai.001G000700.1.A	935	830.649	0.5	0.021044
Gorai.001G000700.1.D	935	830.649	0.5	0.021044
Gorai.001G000800.1.A	1784	1679.65	78	1.6235
Gorai.001G000800.1.D	1784	1679.65	78	1.6235
Gorai.001G000900.1.A	1551	1446.65	548.616	13.2581
Gorai.001G000900.1.D	1551	1446.65	692.384	16.7325
Gorai.001G001000.1.A	1974	1869.65	169.113	3.16222
Gorai.001G001000.1.D	1974	1869.65	166.887	3.12061
Gorai.001G001100.1.A	2591	2486.65	521.626	7.33366
Gorai.001G001100.1.D	2591	2486.65	459.374	6.45845
Gorai.001G001200.1.A	2440	2335.65	2811.96	42.0898
Gorai.001G001200.1.D	2440	2335.65	3130.04	46.851
Gorai.001G001300.1.A	2275	2170.65	1956.98	31.519
Gorai.001G001300.1.D	2275	2170.65	1678.02	27.0262
Gorai.001G001400.1.A	1869	1764.65	93.1135	1.84472
Gorai.001G001400.1.D	1869	1764.65	104.886	2.07796
Gorai.001G001500.1.A	1636	1531.65	314.816	7.18577
Gorai.001G001500.1.D	1636	1531.65	500.184	11.4169
Gorai.001G001600.1.A	2414	2309.65	561.85	8.50453
Gorai.001G001600.1.D	2414	2309.65	505.15	7.64628
Gorai.001G001700.1.A	621	516.649	0	0
Gorai.001G001700.1.D	621	516.649	0	0
Gorai.001G001800.1.A	1622	1517.65	117.734	2.7121
Gorai.001G001800.1.D	1622	1517.65	136.266	3.13901
Gorai.001G001900.1.A	1893	1788.65	42.6667	0.833949
Gorai.001G001900.1.D	1893	1788.65	21.3333	0.416974
Gorai.001G002000.1.A	2575	2470.65	815.906	11.5453
Gorai.001G002000.1.D	2575	2470.65	495.094	7.00572
Gorai.001G002100.1.A	1933	1828.65	1	0.0191181
Gorai.001G002100.1.D	1933	1828.65	1	0.0191181
Gorai.001G002200.1.A	1511	1406.65	319.869	7.94991
Gorai.001G002200.1.D	1511	1406.65	269.131	6.68889
Gorai.001G002300.1.A	9038	8933.65	1627.45	6.36877
Gorai.001G002300.1.D	9038	8933.65	1593.55	6.23608
Gorai.001G002400.1.A	1315	1210.65	601.995	17.384
Gorai.001G002400.1.D	1315	1210.65	780.005	22.5245
Gorai.001G002500.1.A	1371	1266.65	1.33333	0.0368009
Gorai.001G002500.1.D	1371	1266.65	10.6667	0.294407
Gorai.001G002600.1.A	1892	1787.65	4	0.0782265
Gorai.001G002600.1.D	1892	1787.65	0	0
Gorai.001G002700.1.A	3129	3024.65	179.749	2.07762
Gorai.001G002700.1.D	3129	3024.65	46.2512	0.534593
Gorai.001G002800.1.A	1758	1653.65	14	0.295979
Gorai.001G002800.1.D	1758	1653.65	19	0.401686
Gorai.001G002900.1.A	3057	2952.65	0	0
Gorai.001G002900.1.D	3057	2952.65	0	0
Gorai.001G003000.1.A	2943	2838.65	0	0
Gorai.001G003000.1.D	2943	2838.65	0	0
Gorai.001G003100.1.A	4194	4089.65	0	0
Gorai.001G003100.1.D	4194	4089.65	2	0.017097
Gorai.001G003200.1.A	2367	2262.65	32.9383	0.508932
Gorai.001G003200.1.D	2367	2262.65	335.062	5.17706
Gorai.001G003300.1.A	2132	2027.65	1208.2	20.8316
Gorai.001G003300.1.D	2132	2027.65	1328.8	22.9109
Gorai.001G003400.1.A	496	391.649	9	0.80338
Gorai.001G003400.1.D	496	391.649	2	0.178529
Gorai.001G003500.1.A	2044	1939.65	230.484	4.15425
Gorai.001G003500.1.D	2044	1939.65	233.516	4.20891
Gorai.001G003600.1.A	2311	2206.65	8.19463	0.129829
Gorai.001G003600.1.D	2311	2206.65	45.1533	0.715373
Gorai.001G003700.1.A	2036	1931.65	814.961	14.7498
Gorai.001G003700.1.D	2036	1931.65	1095.04	19.8188
Gorai.001G003800.1.A	1186	1081.65	28.6364	0.925566
Gorai.001G003800.1.D	1186	1081.65	41.3636	1.33693
Gorai.001G003900.1.A	1768	1663.65	0	0
Gorai.001G003900.1.D	1768	1663.65	3	0.0630428
Gorai.001G004000.1.A	2980	2875.65	493.43	5.99881
Gorai.001G004000.1.D	2980	2875.65	591.57	7.19195
Gorai.001G004100.1.A	1773	1668.65	0	0
Gorai.001G004100.1.D	1773	1668.65	0	0
Gorai.001G004200.1.A	1672	1567.65	370.231	8.25657
Gorai.001G004200.1.D	1672	1567.65	424.769	9.47284
Gorai.001G004300.1.A	1755	1650.65	3	0.0635393
Gorai.001G004300.1.D	1755	1650.65	0	0
Gorai.001G004400.1.A	1633	1528.65	0	0
Gorai.001G004400.1.D	1633	1528.65	49	1.12064
Gorai.001G004500.1.A	2100	1995.65	420.374	7.36423
Gorai.001G004500.1.D	2100	1995.65	552.626	9.68107
Gorai.001G004600.1.A	554	449.649	164.893	12.8205
Gorai.001G004600.1.D	554	449.649	1.10667	0.0860437
Gorai.001G004700.1.A	773	668.649	0	0
Gorai.001G004700.1.D	773	668.649	4	0.20914
Gorai.001G004800.1.A	1302	1197.65	61.6774	1.80041
Gorai.001G004800.1.D	1302	1197.65	416.323	12.1528
Gorai.001G004900.1.A	694	589.649	436.235	25.8644
Gorai.001G004900.1.D	694	589.649	181.765	10.7768
Gorai.001G005000.1.A	1167	1062.65	121.875	4.0096
Gorai.001G005000.1.D	1167	1062.65	53.125	1.74777
Gorai.001G005100.1.A	803	698.649	0	0
Gorai.001G005100.1.D	803	698.649	0	0
Gorai.001G005200.1.A	2688	2583.65	203.61	2.75512
Gorai.001G005200.1.D	2688	2583.65	135.39	1.83202
Gorai.001G005300.1.A	1090	985.649	2.66667	0.094585
Gorai.001G005300.1.D	1090	985.649	1.33333	0.0472925
Gorai.001G005400.1.A	1650	1545.65	4.5	0.101784
Gorai.001G005400.1.D	1650	1545.65	4.5	0.101784
Gorai.001G005500.1.A	1881	1776.65	14.3799	0.282963
Gorai.001G005500.1.D	1881	1776.65	183.62	3.61322
Gorai.001G005600.1.A	2246	2141.65	769.794	12.5661
