target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	193.804	0	0
Gorai.001G000100.1.D	299	193.804	4	0.91209
Gorai.001G000200.1.A	505	399.768	43.4783	4.80623
Gorai.001G000200.1.D	505	399.768	6.52174	0.720934
Gorai.001G000300.1.A	587	481.768	28.1631	2.58334
Gorai.001G000300.1.D	587	481.768	33.3825	3.06211
Gorai.001G000400.1.A	1443	1337.77	705.787	23.3149
Gorai.001G000400.1.D	1443	1337.77	1.21269	0.0400599
Gorai.001G000500.1.A	983	877.768	181.564	9.14091
Gorai.001G000500.1.D	983	877.768	93.4363	4.70409
Gorai.001G000600.1.A	675	569.768	0	0
Gorai.001G000600.1.D	675	569.768	0	0
Gorai.001G000700.1.A	935	829.768	0	0
Gorai.001G000700.1.D	935	829.768	2	0.106516
Gorai.001G000800.1.A	1784	1678.77	53.7143	1.41397
Gorai.001G000800.1.D	1784	1678.77	40.2857	1.06048
Gorai.001G000900.1.A	1551	1445.77	419.686	12.8282
Gorai.001G000900.1.D	1551	1445.77	424.595	12.9782
Gorai.001G001000.1.A	1974	1868.77	237.396	5.61381
Gorai.001G001000.1.D	1974	1868.77	192.604	4.5546
Gorai.001G001100.1.A	2591	2485.77	325.665	5.78962
Gorai.001G001100.1.D	2591	2485.77	394.335	7.01044
Gorai.001G001200.1.A	2440	2334.77	1839.76	34.8224
Gorai.001G001200.1.D	2440	2334.77	2150.24	40.6989
Gorai.001G001300.1.A	2275	2169.77	1301.01	26.4977
Gorai.001G001300.1.D	2275	2169.77	1073.99	21.8739
Gorai.001G001400.1.A	1869	1763.77	55.7419	1.39663
Gorai.001G001400.1.D	1869	1763.77	88.2581	2.21133
Gorai.001G001500.1.A	1636	1530.77	275.285	7.94718
Gorai.001G001500.1.D	1636	1530.77	529.715	15.2923
Gorai.001G001600.1.A	2414	2308.77	635.119	12.1567
Gorai.001G001600.1.D	2414	2308.77	594.881	11.3865
Gorai.001G001700.1.A	621	515.768	0	0
Gorai.001G001700.1.D	621	515.768	0	0
Gorai.001G001800.1.A	1622	1516.77	62.0658	1.80831
Gorai.001G001800.1.D	1622	1516.77	26.9342	0.784739
Gorai.001G001900.1.A	1893	1787.77	39.1449	0.967619
Gorai.001G001900.1.D	1893	1787.77	33.8551	0.83686
Gorai.001G002000.1.A	2575	2469.77	652.527	11.6757
Gorai.001G002000.1.D	2575	2469.77	387.473	6.93307
Gorai.001G002100.1.A	1933	1827.77	2	0.0483559
Gorai.001G002100.1.D	1933	1827.77	0	0
Gorai.001G002200.1.A	1511	1405.77	101.216	3.18182
Gorai.001G002200.1.D	1511	1405.77	212.784	6.68906
Gorai.001G002300.1.A	9038	8932.77	2361.63	11.6833
