target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	188.267	0	0
Gorai.001G000100.1.D	299	188.267	0	0
Gorai.001G000200.1.A	505	394.153	9	1.093
Gorai.001G000200.1.D	505	394.153	0	0
Gorai.001G000300.1.A	587	476.153	6.91445	0.695112
Gorai.001G000300.1.D	587	476.153	21.5608	2.16751
Gorai.001G000400.1.A	1443	1332.15	41.4074	1.48788
Gorai.001G000400.1.D	1443	1332.15	1.59259	0.0572261
Gorai.001G000500.1.A	983	872.153	38.6866	2.1233
Gorai.001G000500.1.D	983	872.153	33.3134	1.82839
Gorai.001G000600.1.A	675	564.153	0	0
Gorai.001G000600.1.D	675	564.153	0	0
Gorai.001G000700.1.A	935	824.153	2.5	0.145203
Gorai.001G000700.1.D	935	824.153	2.5	0.145203
Gorai.001G000800.1.A	1784	1673.15	21.1111	0.603975
Gorai.001G000800.1.D	1784	1673.15	8.88889	0.254305
Gorai.001G000900.1.A	1551	1440.15	536.282	17.8249
Gorai.001G000900.1.D	1551	1440.15	695.718	23.1242
Gorai.001G001000.1.A	1974	1863.15	72.6172	1.86567
Gorai.001G001000.1.D	1974	1863.15	70.3828	1.80826
Gorai.001G001100.1.A	2591	2480.15	270.019	5.21146
Gorai.001G001100.1.D	2591	2480.15	196.981	3.8018
Gorai.001G001200.1.A	2440	2329.15	856.208	17.5964
Gorai.001G001200.1.D	2440	2329.15	842.792	17.3207
Gorai.001G001300.1.A	2275	2164.15	852.013	18.8452
Gorai.001G001300.1.D	2275	2164.15	632.987	14.0007
Gorai.001G001400.1.A	1869	1758.15	80.4706	2.19091
Gorai.001G001400.1.D	1869	1758.15	63.5294	1.72966
Gorai.001G001500.1.A	1636	1525.15	154.686	4.8549
Gorai.001G001500.1.D	1636	1525.15	212.314	6.66359
Gorai.001G001600.1.A	2414	2303.15	196.456	4.08306
Gorai.001G001600.1.D	2414	2303.15	168.544	3.50295
Gorai.001G001700.1.A	621	510.153	0	0
Gorai.001G001700.1.D	621	510.153	0	0
Gorai.001G001800.1.A	1622	1511.15	42.8986	1.35887
Gorai.001G001800.1.D	1622	1511.15	37.1014	1.17524
Gorai.001G001900.1.A	1893	1782.15	16	0.429752
Gorai.001G001900.1.D	1893	1782.15	9	0.241736
Gorai.001G002000.1.A	2575	2464.15	236.438	4.59296
Gorai.001G002000.1.D	2575	2464.15	124.562	2.4197
Gorai.001G002100.1.A	1933	1822.15	0	0
Gorai.001G002100.1.D	1933	1822.15	0	0
Gorai.001G002200.1.A	1511	1400.15	132.234	4.52077
Gorai.001G002200.1.D	1511	1400.15	289.766	9.90637
Gorai.001G002300.1.A	9038	8927.15	323.473	1.73448
Gorai.001G002300.1.D	9038	8927.15	466.527	2.50154
Gorai.001G002400.1.A	1315	1204.15	436.763	17.3623
Gorai.001G002400.1.D	1315	1204.15	532.237	21.1576
Gorai.001G002500.1.A	1371	1260.15	0	0
Gorai.001G002500.1.D	1371	1260.15	0	0
Gorai.001G002600.1.A	1892	1781.15	0	0
Gorai.001G002600.1.D	1892	1781.15	0	0
Gorai.001G002700.1.A	3129	3018.15	99.072	1.57128
Gorai.001G002700.1.D	3129	3018.15	29.928	0.474657
Gorai.001G002800.1.A	1758	1647.15	7.2	0.209239
Gorai.001G002800.1.D	1758	1647.15	4.8	0.139492
Gorai.001G002900.1.A	3057	2946.15	0	0
Gorai.001G002900.1.D	3057	2946.15	0	0
Gorai.001G003000.1.A	2943	2832.15	0	0
Gorai.001G003000.1.D	2943	2832.15	0	0
Gorai.001G003100.1.A	4194	4083.15	5.8	0.0679948
Gorai.001G003100.1.D	4194	4083.15	23.2	0.271979
Gorai.001G003200.1.A	2367	2256.15	5	0.106083
Gorai.001G003200.1.D	2367	2256.15	90	1.90949
Gorai.001G003300.1.A	2132	2021.15	308.47	7.30561
Gorai.001G003300.1.D	2132	2021.15	288.53	6.83338
Gorai.001G003400.1.A	496	385.153	381.451	47.4076
Gorai.001G003400.1.D	496	385.153	275.549	34.246
Gorai.001G003500.1.A	2044	1933.15	75	1.85711
Gorai.001G003500.1.D	2044	1933.15	74	1.83235
Gorai.001G003600.1.A	2311	2200.15	7.65475	0.166541
Gorai.001G003600.1.D	2311	2200.15	31.325	0.681525
Gorai.001G003700.1.A	2036	1925.15	325.906	8.10346
Gorai.001G003700.1.D	2036	1925.15	324.838	8.0769
Gorai.001G003800.1.A	1186	1075.15	2	0.0890436
Gorai.001G003800.1.D	1186	1075.15	5	0.222609
Gorai.001G003900.1.A	1768	1657.15	0	0
Gorai.001G003900.1.D	1768	1657.15	0	0
Gorai.001G004000.1.A	2980	2869.15	1052.35	17.5569
Gorai.001G004000.1.D	2980	2869.15	1615.65	26.9549
Gorai.001G004100.1.A	1773	1662.15	0	0
Gorai.001G004100.1.D	1773	1662.15	0	0
Gorai.001G004200.1.A	1672	1561.15	172.416	5.28658
Gorai.001G004200.1.D	1672	1561.15	199.584	6.11961
Gorai.001G004300.1.A	1755	1644.15	0	0
Gorai.001G004300.1.D	1755	1644.15	0	0
Gorai.001G004400.1.A	1633	1522.15	1	0.0314474
Gorai.001G004400.1.D	1633	1522.15	5	0.157237
