target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	189.647	0	0
Gorai.001G000100.1.D	299	189.647	0	0
Gorai.001G000200.1.A	505	395.566	6	0.740767
Gorai.001G000200.1.D	505	395.566	3	0.370383
Gorai.001G000300.1.A	587	477.566	9.64523	0.986344
Gorai.001G000300.1.D	587	477.566	16.0408	1.64037
Gorai.001G000400.1.A	1443	1333.57	280.551	10.2741
Gorai.001G000400.1.D	1443	1333.57	3.44939	0.126321
Gorai.001G000500.1.A	983	873.566	57.3784	3.20776
Gorai.001G000500.1.D	983	873.566	39.1222	2.18714
Gorai.001G000600.1.A	675	565.566	0	0
Gorai.001G000600.1.D	675	565.566	0	0
Gorai.001G000700.1.A	935	825.566	0	0
Gorai.001G000700.1.D	935	825.566	0	0
Gorai.001G000800.1.A	1784	1674.57	32.5714	0.949912
Gorai.001G000800.1.D	1784	1674.57	24.4286	0.712434
Gorai.001G000900.1.A	1551	1441.57	263.865	8.93916
Gorai.001G000900.1.D	1551	1441.57	260.217	8.81558
Gorai.001G001000.1.A	1974	1864.57	88.9441	2.32964
Gorai.001G001000.1.D	1974	1864.57	72.0559	1.8873
Gorai.001G001100.1.A	2591	2481.57	228.5	4.49686
Gorai.001G001100.1.D	2591	2481.57	228.5	4.49686
Gorai.001G001200.1.A	2440	2330.57	1304.76	27.3412
Gorai.001G001200.1.D	2440	2330.57	1520.24	31.8567
Gorai.001G001300.1.A	2275	2165.57	805.966	18.1758
Gorai.001G001300.1.D	2275	2165.57	706.034	15.9222
Gorai.001G001400.1.A	1869	1759.57	47.2432	1.31124
Gorai.001G001400.1.D	1869	1759.57	66.7568	1.85284
Gorai.001G001500.1.A	1636	1526.57	188.29	6.02367
Gorai.001G001500.1.D	1636	1526.57	260.71	8.34047
Gorai.001G001600.1.A	2414	2304.57	252.958	5.36055
Gorai.001G001600.1.D	2414	2304.57	301.042	6.37949
Gorai.001G001700.1.A	621	511.566	0	0
Gorai.001G001700.1.D	621	511.566	0	0
Gorai.001G001800.1.A	1622	1512.57	33.5593	1.08355
Gorai.001G001800.1.D	1622	1512.57	32.4407	1.04743
Gorai.001G001900.1.A	1893	1783.57	24.4375	0.669139
Gorai.001G001900.1.D	1893	1783.57	9.5625	0.261837
Gorai.001G002000.1.A	2575	2465.57	411.376	8.14839
Gorai.001G002000.1.D	2575	2465.57	219.624	4.35022
Gorai.001G002100.1.A	1933	1823.57	0	0
Gorai.001G002100.1.D	1933	1823.57	0	0
Gorai.001G002200.1.A	1511	1401.57	83.9091	2.92378
Gorai.001G002200.1.D	1511	1401.57	85.0909	2.96496
Gorai.001G002300.1.A	9038	8928.57	1194.07	6.53127
Gorai.001G002300.1.D	9038	8928.57	1304.93	7.13762
Gorai.001G002400.1.A	1315	1205.57	266.389	10.7913
Gorai.001G002400.1.D	1315	1205.57	455.611	18.4566
Gorai.001G002500.1.A	1371	1261.57	0	0
Gorai.001G002500.1.D	1371	1261.57	0	0
Gorai.001G002600.1.A	1892	1782.57	2	0.054794
Gorai.001G002600.1.D	1892	1782.57	0	0
Gorai.001G002700.1.A	3129	3019.57	90.7789	1.46821
Gorai.001G002700.1.D	3129	3019.57	7.22105	0.11679
Gorai.001G002800.1.A	1758	1648.57	9	0.266615
Gorai.001G002800.1.D	1758	1648.57	9	0.266615
Gorai.001G002900.1.A	3057	2947.57	0	0
Gorai.001G002900.1.D	3057	2947.57	0	0
Gorai.001G003000.1.A	2943	2833.57	0	0
Gorai.001G003000.1.D	2943	2833.57	0	0
Gorai.001G003100.1.A	4194	4084.57	0	0
Gorai.001G003100.1.D	4194	4084.57	0	0
Gorai.001G003200.1.A	2367	2257.57	13.1934	0.285407
Gorai.001G003200.1.D	2367	2257.57	185.807	4.01948
Gorai.001G003300.1.A	2132	2022.57	542.307	13.0946
Gorai.001G003300.1.D	2132	2022.57	614.693	14.8424
Gorai.001G003400.1.A	496	386.566	8	1.01068
Gorai.001G003400.1.D	496	386.566	8	1.01068
Gorai.001G003500.1.A	2044	1934.57	127.345	3.21476
Gorai.001G003500.1.D	2044	1934.57	156.655	3.95466
Gorai.001G003600.1.A	2311	2201.57	2.14929	0.0476774
Gorai.001G003600.1.D	2311	2201.57	12.2473	0.27168
Gorai.001G003700.1.A	2036	1926.57	329.161	8.34399
Gorai.001G003700.1.D	2036	1926.57	470.839	11.9354
Gorai.001G003800.1.A	1186	1076.57	41.6765	1.8906
Gorai.001G003800.1.D	1186	1076.57	67.3235	3.05404
Gorai.001G003900.1.A	1768	1658.57	0	0
Gorai.001G003900.1.D	1768	1658.57	11	0.323898
Gorai.001G004000.1.A	2980	2870.57	221.69	3.77162
Gorai.001G004000.1.D	2980	2870.57	259.31	4.41165
Gorai.001G004100.1.A	1773	1663.57	0	0
Gorai.001G004100.1.D	1773	1663.57	0	0
Gorai.001G004200.1.A	1672	1562.57	214.913	6.71698
Gorai.001G004200.1.D	1672	1562.57	301.087	9.41027
Gorai.001G004300.1.A	1755	1645.57	0	0
Gorai.001G004300.1.D	1755	1645.57	0	0
Gorai.001G004400.1.A	1633	1523.57	2.03509	0.0652335
Gorai.001G004400.1.D	1633	1523.57	55.9649	1.79392
Gorai.001G004500.1.A	2100	1990.57	213.152	5.22952
Gorai.001G004500.1.D	2100	1990.57	316.848	7.77362
Gorai.001G004600.1.A	554	444.566	83	9.11782
Gorai.001G004600.1.D	554	444.566	0	0
Gorai.001G004700.1.A	773	663.566	0	0
Gorai.001G004700.1.D	773	663.566	1	0.0735978
Gorai.001G004800.1.A	1302	1192.57	69.8378	2.85994
Gorai.001G004800.1.D	1302	1192.57	234.162	9.58922
Gorai.001G004900.1.A	694	584.566	222.892	18.6213
Gorai.001G004900.1.D	694	584.566	120.108	10.0343
Gorai.001G005000.1.A	1167	1057.57	89.3934	4.12807
