target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	189.658	0	0
Gorai.001G000100.1.D	299	189.658	0	0
Gorai.001G000200.1.A	505	395.521	6.66667	0.955826
Gorai.001G000200.1.D	505	395.521	1.33333	0.191165
Gorai.001G000300.1.A	587	477.521	4.23973	0.503484
Gorai.001G000300.1.D	587	477.521	5.29967	0.629355
Gorai.001G000400.1.A	1443	1333.52	25.9474	1.1034
Gorai.001G000400.1.D	1443	1333.52	3.05263	0.129812
Gorai.001G000500.1.A	983	873.521	50.4203	3.2732
Gorai.001G000500.1.D	983	873.521	20.5797	1.336
Gorai.001G000600.1.A	675	565.521	0	0
Gorai.001G000600.1.D	675	565.521	0	0
Gorai.001G000700.1.A	935	825.521	0	0
Gorai.001G000700.1.D	935	825.521	0	0
Gorai.001G000800.1.A	1784	1674.52	94.4262	3.19773
Gorai.001G000800.1.D	1784	1674.52	33.5738	1.13697
Gorai.001G000900.1.A	1551	1441.52	263.904	10.3816
Gorai.001G000900.1.D	1551	1441.52	293.096	11.53
Gorai.001G001000.1.A	1974	1864.52	35.1798	1.06996
Gorai.001G001000.1.D	1974	1864.52	65.8202	2.00185
Gorai.001G001100.1.A	2591	2481.52	144.722	3.30717
Gorai.001G001100.1.D	2591	2481.52	176.278	4.02828
Gorai.001G001200.1.A	2440	2330.52	835.702	20.3347
Gorai.001G001200.1.D	2440	2330.52	852.298	20.7386
Gorai.001G001300.1.A	2275	2165.52	599.695	15.7039
Gorai.001G001300.1.D	2275	2165.52	543.305	14.2273
Gorai.001G001400.1.A	1869	1759.52	53.3468	1.71931
Gorai.001G001400.1.D	1869	1759.52	81.6532	2.63159
Gorai.001G001500.1.A	1636	1526.52	146.726	5.45058
Gorai.001G001500.1.D	1636	1526.52	176.274	6.54827
Gorai.001G001600.1.A	2414	2304.52	215.406	5.30051
Gorai.001G001600.1.D	2414	2304.52	198.594	4.88681
Gorai.001G001700.1.A	621	511.521	0	0
Gorai.001G001700.1.D	621	511.521	0	0
Gorai.001G001800.1.A	1622	1512.52	47.7612	1.79066
Gorai.001G001800.1.D	1622	1512.52	32.2388	1.2087
Gorai.001G001900.1.A	1893	1783.52	25	0.794881
Gorai.001G001900.1.D	1893	1783.52	12	0.381543
Gorai.001G002000.1.A	2575	2465.52	453.821	10.438
Gorai.001G002000.1.D	2575	2465.52	225.179	5.17915
Gorai.001G002100.1.A	1933	1823.52	0	0
Gorai.001G002100.1.D	1933	1823.52	0	0
Gorai.001G002200.1.A	1511	1401.52	56.0857	2.2693
Gorai.001G002200.1.D	1511	1401.52	94.9143	3.84036
Gorai.001G002300.1.A	9038	8928.52	147.656	0.9378
Gorai.001G002300.1.D	9038	8928.52	143.344	0.910419
Gorai.001G002400.1.A	1315	1205.52	92.3423	4.34376
Gorai.001G002400.1.D	1315	1205.52	157.658	7.41618
Gorai.001G002500.1.A	1371	1261.52	0	0
Gorai.001G002500.1.D	1371	1261.52	0	0
Gorai.001G002600.1.A	1892	1782.52	1	0.0318131
Gorai.001G002600.1.D	1892	1782.52	0	0
Gorai.001G002700.1.A	3129	3019.52	144.057	2.70543
Gorai.001G002700.1.D	3129	3019.52	6.61461	0.124224
Gorai.001G002800.1.A	1758	1648.52	1	0.034399
Gorai.001G002800.1.D	1758	1648.52	0	0
Gorai.001G002900.1.A	3057	2947.52	0	0
Gorai.001G002900.1.D	3057	2947.52	0	0
Gorai.001G003000.1.A	2943	2833.52	0	0
Gorai.001G003000.1.D	2943	2833.52	0	0
Gorai.001G003100.1.A	4194	4084.52	1	0.0138835
Gorai.001G003100.1.D	4194	4084.52	9	0.124952
Gorai.001G003200.1.A	2367	2257.52	0	0
Gorai.001G003200.1.D	2367	2257.52	116	2.91384
Gorai.001G003300.1.A	2132	2022.52	282.333	7.91606
Gorai.001G003300.1.D	2132	2022.52	396.667	11.1217
Gorai.001G003400.1.A	496	386.521	0	0
Gorai.001G003400.1.D	496	386.521	0	0
Gorai.001G003500.1.A	2044	1934.52	69.6866	2.04275
Gorai.001G003500.1.D	2044	1934.52	133.313	3.90787
Gorai.001G003600.1.A	2311	2201.52	2.59641	0.0668792
Gorai.001G003600.1.D	2311	2201.52	18.7606	0.483242
Gorai.001G003700.1.A	2036	1926.52	147.179	4.33225
Gorai.001G003700.1.D	2036	1926.52	303.821	8.943
Gorai.001G003800.1.A	1186	1076.52	24.0755	1.26821
Gorai.001G003800.1.D	1186	1076.52	33.9245	1.78703
Gorai.001G003900.1.A	1768	1658.52	0	0
Gorai.001G003900.1.D	1768	1658.52	3	0.102575
Gorai.001G004000.1.A	2980	2870.52	77.3333	1.52773
Gorai.001G004000.1.D	2980	2870.52	74.6667	1.47505
Gorai.001G004100.1.A	1773	1663.52	0	0
Gorai.001G004100.1.D	1773	1663.52	0	0
Gorai.001G004200.1.A	1672	1562.52	203.935	7.40125
Gorai.001G004200.1.D	1672	1562.52	174.065	6.31723
Gorai.001G004300.1.A	1755	1645.52	0	0
