target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	188.136	0	0
Gorai.001G000100.1.D	299	188.136	0	0
Gorai.001G000200.1.A	505	393.67	1.5	0.196203
Gorai.001G000200.1.D	505	393.67	1.5	0.196203
Gorai.001G000300.1.A	587	475.67	0	0
Gorai.001G000300.1.D	587	475.67	1.28727	0.139351
Gorai.001G000400.1.A	1443	1331.46	19	0.734803
Gorai.001G000400.1.D	1443	1331.46	0	0
Gorai.001G000500.1.A	983	871.464	27.2977	1.61296
Gorai.001G000500.1.D	983	871.464	28.3896	1.67748
Gorai.001G000600.1.A	675	563.617	0	0
Gorai.001G000600.1.D	675	563.617	0	0
Gorai.001G000700.1.A	935	823.545	0	0
Gorai.001G000700.1.D	935	823.545	0	0
Gorai.001G000800.1.A	1784	1672.46	14.4	0.443356
Gorai.001G000800.1.D	1784	1672.46	21.6	0.665034
Gorai.001G000900.1.A	1551	1439.46	456.165	16.318
Gorai.001G000900.1.D	1551	1439.46	488.835	17.4867
Gorai.001G001000.1.A	1974	1862.46	27.1429	0.750437
Gorai.001G001000.1.D	1974	1862.46	48.8571	1.35079
Gorai.001G001100.1.A	2591	2479.46	141.094	2.93021
Gorai.001G001100.1.D	2591	2479.46	121.906	2.5317
Gorai.001G001200.1.A	2440	2328.46	634.697	14.036
Gorai.001G001200.1.D	2440	2328.46	693.303	15.3321
Gorai.001G001300.1.A	2275	2163.46	603.107	14.3546
Gorai.001G001300.1.D	2275	2163.46	498.893	11.8742
Gorai.001G001400.1.A	1869	1757.46	28.35	0.830641
Gorai.001G001400.1.D	1869	1757.46	34.65	1.01523
Gorai.001G001500.1.A	1636	1524.46	53.4054	1.80391
Gorai.001G001500.1.D	1636	1524.46	98.5946	3.3303
Gorai.001G001600.1.A	2414	2302.46	101.815	2.27702
Gorai.001G001600.1.D	2414	2302.46	115.185	2.57602
Gorai.001G001700.1.A	621	509.67	0	0
Gorai.001G001700.1.D	621	509.67	0	0
Gorai.001G001800.1.A	1622	1510.46	19.8	0.674997
Gorai.001G001800.1.D	1622	1510.46	35.2	1.19999
Gorai.001G001900.1.A	1893	1781.46	16	0.462477
Gorai.001G001900.1.D	1893	1781.46	4	0.115619
Gorai.001G002000.1.A	2575	2463.46	180.705	3.77721
Gorai.001G002000.1.D	2575	2463.46	62.0827	1.29769
Gorai.001G002100.1.A	1933	1821.46	0	0
Gorai.001G002100.1.D	1933	1821.46	0	0
Gorai.001G002200.1.A	1511	1399.46	85.0109	3.12795
Gorai.001G002200.1.D	1511	1399.46	112.989	4.1574
Gorai.001G002300.1.A	9038	8926.46	226.232	1.30503
Gorai.001G002300.1.D	9038	8926.46	219.768	1.26775
Gorai.001G002400.1.A	1315	1203.46	230.357	9.85633
Gorai.001G002400.1.D	1315	1203.46	339.643	14.5324
Gorai.001G002500.1.A	1371	1259.46	0	0
Gorai.001G002500.1.D	1371	1259.46	1	0.0408847
Gorai.001G002600.1.A	1892	1780.46	0	0
Gorai.001G002600.1.D	1892	1780.46	0	0
Gorai.001G002700.1.A	3129	3017.46	41.4762	0.707789
Gorai.001G002700.1.D	3129	3017.46	25.5238	0.435562
Gorai.001G002800.1.A	1758	1646.46	8	0.250198
Gorai.001G002800.1.D	1758	1646.46	3	0.0938244
Gorai.001G002900.1.A	3057	2945.46	0	0
Gorai.001G002900.1.D	3057	2945.46	0	0
Gorai.001G003000.1.A	2943	2831.46	0	0
Gorai.001G003000.1.D	2943	2831.46	0	0
Gorai.001G003100.1.A	4194	4082.46	2	0.0252264
Gorai.001G003100.1.D	4194	4082.46	2	0.0252264
Gorai.001G003200.1.A	2367	2255.46	10.5385	0.240596
Gorai.001G003200.1.D	2367	2255.46	126.462	2.88715
Gorai.001G003300.1.A	2132	2020.46	513.115	13.0771
Gorai.001G003300.1.D	2132	2020.46	292.885	7.46435
Gorai.001G003400.1.A	496	384.67	85.8953	11.4982
Gorai.001G003400.1.D	496	384.67	3.10465	0.415596
Gorai.001G003500.1.A	2044	1932.46	44.6753	1.19043
Gorai.001G003500.1.D	2044	1932.46	35.3247	0.941269
Gorai.001G003600.1.A	2311	2199.46	2.89323	0.0677349
Gorai.001G003600.1.D	2311	2199.46	13.4637	0.315207
Gorai.001G003700.1.A	2036	1924.46	200.468	5.36391
Gorai.001G003700.1.D	2036	1924.46	286.532	7.66674
Gorai.001G003800.1.A	1186	1074.46	3	0.143773
Gorai.001G003800.1.D	1186	1074.46	2	0.0958484
Gorai.001G003900.1.A	1768	1656.46	0	0
Gorai.001G003900.1.D	1768	1656.46	1	0.031086
Gorai.001G004000.1.A	2980	2868.46	771.618	13.8516
Gorai.001G004000.1.D	2980	2868.46	1121.38	20.1303
Gorai.001G004100.1.A	1773	1661.46	0	0
Gorai.001G004100.1.D	1773	1661.46	0	0
Gorai.001G004200.1.A	1672	1560.46	109.969	3.62879
Gorai.001G004200.1.D	1672	1560.46	97.0312	3.20188
Gorai.001G004300.1.A	1755	1643.46	0	0
Gorai.001G004300.1.D	1755	1643.46	0	0
Gorai.001G004400.1.A	1633	1521.46	0	0
Gorai.001G004400.1.D	1633	1521.46	2	0.0676885
Gorai.001G004500.1.A	2100	1988.46	88.6667	2.29609
Gorai.001G004500.1.D	2100	1988.46	100.333	2.59821
Gorai.001G004600.1.A	554	442.67	31	3.60602
Gorai.001G004600.1.D	554	442.67	0	0
Gorai.001G004700.1.A	773	661.617	3	0.233486
Gorai.001G004700.1.D	773	661.617	1	0.0778288
Gorai.001G004800.1.A	1302	1190.46	21.4516	0.927877
Gorai.001G004800.1.D	1302	1190.46	73.5484	3.18129
Gorai.001G004900.1.A	694	582.617	87.78	7.75817
Gorai.001G004900.1.D	694	582.617	26.22	2.31738
Gorai.001G005000.1.A	1167	1055.46	45.3889	2.21438
Gorai.001G005000.1.D	1167	1055.46	11.6111	0.56647
Gorai.001G005100.1.A	803	691.617	0	0
Gorai.001G005100.1.D	803	691.617	0	0
Gorai.001G005200.1.A	2688	2576.46	117.285	2.34404
Gorai.001G005200.1.D	2688	2576.46	43.7152	0.873686
Gorai.001G005300.1.A	1090	978.464	1	0.0526262
Gorai.001G005300.1.D	1090	978.464	2	0.105252
Gorai.001G005400.1.A	1650	1538.46	1	0.0334703
Gorai.001G005400.1.D	1650	1538.46	0	0
Gorai.001G005500.1.A	1881	1769.46	0	0
Gorai.001G005500.1.D	1881	1769.46	35	1.01853
Gorai.001G005600.1.A	2246	2134.46	124.951	3.01438
Gorai.001G005600.1.D	2246	2134.46	128.049	3.08912
Gorai.001G005700.1.A	2563	2451.46	417.795	8.77575
Gorai.001G005700.1.D	2563	2451.46	337.205	7.08297
Gorai.001G005800.1.A	1320	1208.46	186.699	7.95527
Gorai.001G005800.1.D	1320	1208.46	125.301	5.3391
Gorai.001G005900.1.A	2902	2790.46	8.25	0.152238
Gorai.001G005900.1.D	2902	2790.46	24.75	0.456715
Gorai.001G006000.1.A	2535	2423.46	1.5	0.0318714
Gorai.001G006000.1.D	2535	2423.46	1.5	0.0318714
Gorai.001G006100.1.A	2524	2412.46	11.8125	0.252132
Gorai.001G006100.1.D	2524	2412.46	9.1875	0.196103
Gorai.001G006200.1.A	2724	2612.46	31	0.611024
Gorai.001G006200.1.D	2724	2612.46	31	0.611024
Gorai.001G006300.1.A	817	705.617	29.9355	2.18456
Gorai.001G006300.1.D	817	705.617	34.0645	2.48588
Gorai.001G006400.1.A	2609	2497.46	0	0
Gorai.001G006400.1.D	2609	2497.46	10	0.20618
Gorai.001G006500.1.A	2379	2267.46	7	0.158966
Gorai.001G006500.1.D	2379	2267.46	4	0.0908378
Gorai.001G006600.1.A	1814	1702.46	255.09	7.71548
Gorai.001G006600.1.D	1814	1702.46	213.91	6.46993
Gorai.001G006700.1.A	1234	1122.46	31	1.42212
Gorai.001G006700.1.D	1234	1122.46	0	0
Gorai.001G006800.1.A	663	551.617	61.3926	5.73093
Gorai.001G006800.1.D	663	551.617	28.4502	2.6558
Gorai.001G006900.1.A	321	209.964	3.19737	0.784142
Gorai.001G006900.1.D	321	209.964	0	0
Gorai.001G007000.1.A	2302	2190.46	14.0332	0.329888
Gorai.001G007000.1.D	2302	2190.46	7.65445	0.179939
Gorai.001G007100.1.A	1885	1773.46	15.7692	0.457862
Gorai.001G007100.1.D	1885	1773.46	25.2308	0.73258
Gorai.001G007200.1.A	1096	984.464	39.4286	2.06233
Gorai.001G007200.1.D	1096	984.464	29.5714	1.54675
Gorai.001G007300.1.A	711	599.617	0	0
Gorai.001G007300.1.D	711	599.617	1	0.0858762
Gorai.001G007400.1.A	2197	2085.46	87.4	2.15802
Gorai.001G007400.1.D	2197	2085.46	4.6	0.11358
Gorai.001G007500.1.A	1448	1336.46	51.5258	1.98524
Gorai.001G007500.1.D	1448	1336.46	46.4742	1.79061
Gorai.001G007600.1.A	3680	3568.46	69.8151	1.00743
Gorai.001G007600.1.D	3680	3568.46	64.1849	0.926186
Gorai.001G007700.1.A	1128	1016.46	0	0
Gorai.001G007700.1.D	1128	1016.46	0	0
Gorai.001G007800.1.A	1533	1421.46	1	0.0362252
Gorai.001G007800.1.D	1533	1421.46	0	0
Gorai.001G007900.1.A	2493	2381.46	25.6552	0.554725
Gorai.001G007900.1.D	2493	2381.46	67.3448	1.45615
Gorai.001G008000.1.A	1954	1842.46	0	0
Gorai.001G008000.1.D	1954	1842.46	16	0.447165
Gorai.001G008100.1.A	1792	1680.46	37	1.13376
Gorai.001G008100.1.D	1792	1680.46	1	0.030642
Gorai.001G008200.1.A	2931	2819.46	0	0
Gorai.001G008200.1.D	2931	2819.46	0	0
Gorai.001G008300.1.A	1060	948.464	2	0.108582
Gorai.001G008300.1.D	1060	948.464	0	0
Gorai.001G008400.1.A	1580	1468.46	0	0
Gorai.001G008400.1.D	1580	1468.46	0	0
Gorai.001G008500.1.A	1876	1764.46	6.5	0.189691
Gorai.001G008500.1.D	1876	1764.46	6.5	0.189691
Gorai.001G008600.1.A	793	681.617	0	0
Gorai.001G008600.1.D	793	681.617	14	1.05763
Gorai.001G008700.1.A	1049	937.464	2	0.109856
Gorai.001G008700.1.D	1049	937.464	0	0
Gorai.001G008800.1.A	3497	3385.46	74.7429	1.13684
Gorai.001G008800.1.D	3497	3385.46	34.2571	0.52105
Gorai.001G008900.1.A	2258	2146.46	133.612	3.20531
Gorai.001G008900.1.D	2258	2146.46	5.3876	0.129246
Gorai.001G009000.1.A	2376	2264.46	0	0
Gorai.001G009000.1.D	2376	2264.46	0	0
Gorai.001G009100.1.A	883	771.545	10.5	0.700769
Gorai.001G009100.1.D	883	771.545	3.5	0.23359
Gorai.001G009200.1.A	1709	1597.46	1	0.0322341
Gorai.001G009200.1.D	1709	1597.46	0	0
Gorai.001G009300.1.A	1797	1685.46	389.19	11.8902
Gorai.001G009300.1.D	1797	1685.46	276.81	8.45686
Gorai.001G009400.1.A	1505	1393.46	47.0566	1.73889
Gorai.001G009400.1.D	1505	1393.46	10.9434	0.404393
Gorai.001G009500.1.A	667	555.617	3635.77	336.951
Gorai.001G009500.1.D	667	555.617	2227.23	206.413
Gorai.001G009600.1.A	674	562.617	0	0
Gorai.001G009600.1.D	674	562.617	0	0
Gorai.001G009700.1.A	1176	1064.46	21	1.01586
Gorai.001G009700.1.D	1176	1064.46	0	0
Gorai.001G009800.1.A	1830	1718.46	316.816	9.49322
Gorai.001G009800.1.D	1830	1718.46	154.184	4.62004
Gorai.001G009900.1.A	1458	1346.46	308.982	11.8164
Gorai.001G009900.1.D	1458	1346.46	60.0181	2.29527
Gorai.001G010000.1.A	1062	950.464	0	0
Gorai.001G010000.1.D	1062	950.464	0	0
Gorai.001G010100.1.A	2313	2201.46	27.9259	0.653195
Gorai.001G010100.1.D	2313	2201.46	30.0741	0.703441
Gorai.001G010200.1.A	982	870.464	11.6667	0.690149
Gorai.001G010200.1.D	982	870.464	3.33333	0.197185
Gorai.001G010300.1.A	1149	1037.46	224.897	11.1624
Gorai.001G010300.1.D	1149	1037.46	314.384	15.604
Gorai.001G010400.1.A	466	354.743	0	0
Gorai.001G010400.1.D	466	354.743	0	0
Gorai.001G010500.1.A	3352	3240.46	14	0.222468
Gorai.001G010500.1.D	3352	3240.46	18	0.28603
Gorai.001G010600.1.A	723	611.617	431.532	36.3312
Gorai.001G010600.1.D	723	611.617	275.468	23.192
Gorai.001G010700.1.A	1332	1220.46	0	0
Gorai.001G010700.1.D	1332	1220.46	0	0
Gorai.001G010800.1.A	1412	1300.46	303.896	12.033
Gorai.001G010800.1.D	1412	1300.46	613.104	24.2763
Gorai.001G010900.1.A	2011	1899.46	67.6262	1.83329
Gorai.001G010900.1.D	2011	1899.46	40.3738	1.0945
Gorai.001G011000.1.A	1692	1580.46	54.6429	1.78031
Gorai.001G011000.1.D	1692	1580.46	35.3571	1.15197
Gorai.001G011100.1.A	1287	1175.46	283.089	12.4011
Gorai.001G011100.1.D	1287	1175.46	775.911	33.9899
Gorai.001G011200.1.A	1133	1021.46	9	0.453697
Gorai.001G011200.1.D	1133	1021.46	0	0
Gorai.001G011300.1.A	1851	1739.46	114.08	3.37707
Gorai.001G011300.1.D	1851	1739.46	163.92	4.85248
Gorai.001G011400.1.A	1311	1199.46	0	0
Gorai.001G011400.1.D	1311	1199.46	3	0.12879
Gorai.001G011500.1.A	963	851.464	20.7692	1.25603
Gorai.001G011500.1.D	963	851.464	9.23077	0.558237
Gorai.001G011600.1.A	2638	2526.46	403.39	8.22164
Gorai.001G011600.1.D	2638	2526.46	4.61017	0.0939616
Gorai.001G011700.1.A	2532	2420.46	33	0.70204
Gorai.001G011700.1.D	2532	2420.46	10	0.21274
Gorai.001G011800.1.A	1806	1694.46	2	0.0607777
Gorai.001G011800.1.D	1806	1694.46	0	0
Gorai.001G011900.1.A	561	449.67	0	0
Gorai.001G011900.1.D	561	449.67	3	0.343538
Gorai.001G012000.1.A	4544	4432.46	108.05	1.25524
Gorai.001G012000.1.D	4544	4432.46	71.0323	0.825197
Gorai.001G012100.1.A	2157	2045.46	89	2.2405
Gorai.001G012100.1.D	2157	2045.46	67	1.68667
Gorai.001G012200.1.A	923	811.545	131.867	8.36698
Gorai.001G012200.1.D	923	811.545	236.133	14.9827
Gorai.001G012300.1.A	1625	1513.46	0	0
Gorai.001G012300.1.D	1625	1513.46	0	0
Gorai.001G012400.1.A	1835	1723.46	2	0.059755
Gorai.001G012400.1.D	1835	1723.46	0	0
Gorai.001G012500.1.A	1478	1366.46	100.112	3.77256
Gorai.001G012500.1.D	1478	1366.46	169.888	6.40192
Gorai.001G012600.1.A	718	606.617	0	0
Gorai.001G012600.1.D	718	606.617	1	0.0848853
Gorai.001G012700.1.A	1563	1451.46	9	0.319288
Gorai.001G012700.1.D	1563	1451.46	0	0
Gorai.001G012800.1.A	966	854.464	292.261	17.6126
Gorai.001G012800.1.D	966	854.464	225.739	13.6038
Gorai.001G012900.1.A	1818	1706.46	0.5	0.0150876
Gorai.001G012900.1.D	1818	1706.46	0.5	0.0150876
Gorai.001G013000.1.A	1069	957.464	30.7636	1.65448
Gorai.001G013000.1.D	1069	957.464	63.2364	3.40088
Gorai.001G013100.1.A	2366	2254.46	38.7887	0.88595
Gorai.001G013100.1.D	2366	2254.46	42.2113	0.964122
Gorai.001G013200.1.A	824	712.617	12	0.867105
Gorai.001G013200.1.D	824	712.617	9	0.650329
Gorai.001G013300.1.A	2345	2233.46	264.505	6.09819
Gorai.001G013300.1.D	2345	2233.46	303.495	6.99713
Gorai.001G013400.1.A	4543	4431.46	72.1101	0.837907
Gorai.001G013400.1.D	4543	4431.46	58.8899	0.68429
Gorai.001G013500.1.A	2396	2284.46	22	0.49589
Gorai.001G013500.1.D	2396	2284.46	13	0.293026
Gorai.001G013600.1.A	1675	1563.46	29.9062	0.984965
Gorai.001G013600.1.D	1675	1563.46	3.09375	0.101893
Gorai.001G013700.1.A	1055	943.464	6.66667	0.363857
Gorai.001G013700.1.D	1055	943.464	1.33333	0.0727713
Gorai.001G013800.1.A	1051	939.464	407.268	22.3227
Gorai.001G013800.1.D	1051	939.464	351.732	19.2787
Gorai.001G013900.1.A	1459	1347.46	32	1.22287
Gorai.001G013900.1.D	1459	1347.46	31	1.18465
Gorai.001G014000.1.A	1365	1253.46	91.5918	3.76263
Gorai.001G014000.1.D	1365	1253.46	163.408	6.71288
Gorai.001G014100.1.A	5398	5286.46	515.729	5.02346
Gorai.001G014100.1.D	5398	5286.46	509.63	4.96406
Gorai.001G014200.1.A	1346	1234.46	1	0.0417127
Gorai.001G014200.1.D	1346	1234.46	0	0
Gorai.001G014300.1.A	1314	1202.46	436.217	18.68
Gorai.001G014300.1.D	1314	1202.46	483.783	20.7169
Gorai.001G014400.1.A	543	431.67	34.1	4.06771
Gorai.001G014400.1.D	543	431.67	27.9	3.32812
Gorai.001G014500.1.A	788	676.617	2	0.152207
Gorai.001G014500.1.D	788	676.617	0	0
Gorai.001G014600.1.A	1161	1049.46	0	0
Gorai.001G014600.1.D	1161	1049.46	0	0
Gorai.001G014700.1.A	1176	1064.46	4002.19	193.604
Gorai.001G014700.1.D	1176	1064.46	2764.81	133.746
Gorai.001G014800.1.A	947	835.545	9	0.55465
Gorai.001G014800.1.D	947	835.545	0	0
Gorai.001G014900.1.A	606	494.67	0	0
Gorai.001G014900.1.D	606	494.67	0	0
Gorai.001G015000.1.A	1422	1310.46	14	0.55011
Gorai.001G015000.1.D	1422	1310.46	7	0.275055
Gorai.001G015100.1.A	1201	1089.46	75.3692	3.56228
Gorai.001G015100.1.D	1201	1089.46	66.6308	3.14926
Gorai.001G015200.1.A	1034	922.464	74.6222	4.16549
Gorai.001G015200.1.D	1034	922.464	17.3778	0.970045
Gorai.001G015300.1.A	3778	3666.46	158.706	2.22891
Gorai.001G015300.1.D	3778	3666.46	202.294	2.84107
Gorai.001G015400.1.A	1544	1432.46	3	0.107841
Gorai.001G015400.1.D	1544	1432.46	0	0
Gorai.001G015500.1.A	1277	1165.46	103.02	4.55166
Gorai.001G015500.1.D	1277	1165.46	98.98	4.37316
