target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	190.202	0	0
Gorai.001G000100.1.D	299	190.202	1	0.247578
Gorai.001G000200.1.A	505	396.13	7.42857	0.883072
Gorai.001G000200.1.D	505	396.13	5.57143	0.662304
Gorai.001G000300.1.A	587	478.092	11.4045	1.1233
Gorai.001G000300.1.D	587	478.092	18.0029	1.7732
Gorai.001G000400.1.A	1443	1334.04	191.012	6.74252
Gorai.001G000400.1.D	1443	1334.04	9.98758	0.35255
Gorai.001G000500.1.A	983	874.037	78.2967	4.21835
Gorai.001G000500.1.D	983	874.037	16.7033	0.899914
Gorai.001G000600.1.A	675	566.092	0	0
Gorai.001G000600.1.D	675	566.092	0	0
Gorai.001G000700.1.A	935	826.037	0	0
Gorai.001G000700.1.D	935	826.037	0	0
Gorai.001G000800.1.A	1784	1675.04	16.1538	0.45413
Gorai.001G000800.1.D	1784	1675.04	11.8462	0.333029
Gorai.001G000900.1.A	1551	1442.04	346.643	11.3197
Gorai.001G000900.1.D	1551	1442.04	350.357	11.441
Gorai.001G001000.1.A	1974	1865.04	86.3333	2.17981
Gorai.001G001000.1.D	1974	1865.04	74.6667	1.88525
Gorai.001G001100.1.A	2591	2482.04	181.453	3.44258
Gorai.001G001100.1.D	2591	2482.04	164.547	3.12184
Gorai.001G001200.1.A	2440	2331.04	1433.5	28.9585
Gorai.001G001200.1.D	2440	2331.04	1427.5	28.8374
Gorai.001G001300.1.A	2275	2166.04	733.854	15.9541
Gorai.001G001300.1.D	2275	2166.04	663.146	14.4169
Gorai.001G001400.1.A	1869	1760.04	69.7846	1.86709
Gorai.001G001400.1.D	1869	1760.04	74.2154	1.98564
Gorai.001G001500.1.A	1636	1527.04	129.95	4.00733
Gorai.001G001500.1.D	1636	1527.04	199.05	6.13821
Gorai.001G001600.1.A	2414	2305.04	287.376	5.87086
Gorai.001G001600.1.D	2414	2305.04	256.624	5.24261
Gorai.001G001700.1.A	621	512.092	0	0
Gorai.001G001700.1.D	621	512.092	0	0
Gorai.001G001800.1.A	1622	1513.04	19.3939	0.603594
Gorai.001G001800.1.D	1622	1513.04	20.6061	0.641319
Gorai.001G001900.1.A	1893	1784.04	18.8214	0.496795
Gorai.001G001900.1.D	1893	1784.04	12.1786	0.321456
Gorai.001G002000.1.A	2575	2466.04	373.206	7.12651
Gorai.001G002000.1.D	2575	2466.04	177.273	3.38509
Gorai.001G002100.1.A	1933	1824.04	0	0
Gorai.001G002100.1.D	1933	1824.04	0	0
Gorai.001G002200.1.A	1511	1402.04	105.072	3.52904
Gorai.001G002200.1.D	1511	1402.04	129.928	4.36387
Gorai.001G002300.1.A	9038	8929.04	1157.13	6.10245
Gorai.001G002300.1.D	9038	8929.04	1076.87	5.67923
Gorai.001G002400.1.A	1315	1206.04	253.934	9.91492
Gorai.001G002400.1.D	1315	1206.04	369.066	14.4102
Gorai.001G002500.1.A	1371	1262.04	0	0
Gorai.001G002500.1.D	1371	1262.04	0	0
Gorai.001G002600.1.A	1892	1783.04	1	0.02641
Gorai.001G002600.1.D	1892	1783.04	0	0
Gorai.001G002700.1.A	3129	3020.04	75.4369	1.17625
