target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	191.36	0	0
Gorai.001G000100.1.D	299	191.36	2	0.478454
Gorai.001G000200.1.A	505	397.36	10.8333	1.24807
Gorai.001G000200.1.D	505	397.36	2.16667	0.249614
Gorai.001G000300.1.A	587	479.36	2.75758	0.263346
Gorai.001G000300.1.D	587	479.36	8.34466	0.796907
Gorai.001G000400.1.A	1443	1335.36	287.613	9.85986
Gorai.001G000400.1.D	1443	1335.36	2.38683	0.0818246
Gorai.001G000500.1.A	983	875.36	70.0112	3.66135
Gorai.001G000500.1.D	983	875.36	22.9888	1.20224
Gorai.001G000600.1.A	675	567.36	0	0
Gorai.001G000600.1.D	675	567.36	0	0
Gorai.001G000700.1.A	935	827.36	0	0
Gorai.001G000700.1.D	935	827.36	0	0
Gorai.001G000800.1.A	1784	1676.36	30	0.819246
Gorai.001G000800.1.D	1784	1676.36	25	0.682705
Gorai.001G000900.1.A	1551	1443.36	293.647	9.31347
Gorai.001G000900.1.D	1551	1443.36	330.353	10.4777
Gorai.001G001000.1.A	1974	1866.36	110.556	2.71172
Gorai.001G001000.1.D	1974	1866.36	88.4444	2.16938
Gorai.001G001100.1.A	2591	2483.36	270.639	4.98898
Gorai.001G001100.1.D	2591	2483.36	266.361	4.9101
Gorai.001G001200.1.A	2440	2332.36	1700.81	33.3826
Gorai.001G001200.1.D	2440	2332.36	1920.19	37.6885
Gorai.001G001300.1.A	2275	2167.36	976.351	20.6222
Gorai.001G001300.1.D	2275	2167.36	890.649	18.812
Gorai.001G001400.1.A	1869	1761.36	63.8507	1.6595
Gorai.001G001400.1.D	1869	1761.36	74.1493	1.92717
Gorai.001G001500.1.A	1636	1528.36	247.016	7.39876
Gorai.001G001500.1.D	1636	1528.36	343.984	10.3032
Gorai.001G001600.1.A	2414	2306.36	411.886	8.17542
Gorai.001G001600.1.D	2414	2306.36	394.114	7.82268
Gorai.001G001700.1.A	621	513.36	0	0
Gorai.001G001700.1.D	621	513.36	0	0
Gorai.001G001800.1.A	1622	1514.36	38.1818	1.15422
Gorai.001G001800.1.D	1622	1514.36	45.8182	1.38506
Gorai.001G001900.1.A	1893	1785.36	35	0.897434
Gorai.001G001900.1.D	1893	1785.36	24	0.615384
Gorai.001G002000.1.A	2575	2467.36	535.028	9.92669
Gorai.001G002000.1.D	2575	2467.36	296.729	5.50538
Gorai.001G002100.1.A	1933	1825.36	2	0.0501582
Gorai.001G002100.1.D	1933	1825.36	0	0
Gorai.001G002200.1.A	1511	1403.36	77.8808	2.54051
Gorai.001G002200.1.D	1511	1403.36	90.1192	2.93974
Gorai.001G002300.1.A	9038	8930.36	1249.27	6.40393
Gorai.001G002300.1.D	9038	8930.36	1222.73	6.26791
Gorai.001G002400.1.A	1315	1207.36	361.929	13.7229
Gorai.001G002400.1.D	1315	1207.36	655.071	24.8377
Gorai.001G002500.1.A	1371	1263.36	0	0
Gorai.001G002500.1.D	1371	1263.36	0	0
Gorai.001G002600.1.A	1892	1784.36	4	0.102621
Gorai.001G002600.1.D	1892	1784.36	0	0
Gorai.001G002700.1.A	3129	3021.36	148.094	2.24386
Gorai.001G002700.1.D	3129	3021.36	18.9057	0.286451
Gorai.001G002800.1.A	1758	1650.36	11	0.305123
Gorai.001G002800.1.D	1758	1650.36	4	0.110954
Gorai.001G002900.1.A	3057	2949.36	0	0
Gorai.001G002900.1.D	3057	2949.36	0	0
Gorai.001G003000.1.A	2943	2835.36	0	0
Gorai.001G003000.1.D	2943	2835.36	0	0
Gorai.001G003100.1.A	4194	4086.36	0	0
Gorai.001G003100.1.D	4194	4086.36	4	0.0448109
Gorai.001G003200.1.A	2367	2259.36	9.23077	0.187031
Gorai.001G003200.1.D	2367	2259.36	260.769	5.28362
Gorai.001G003300.1.A	2132	2024.36	844.533	19.0981
Gorai.001G003300.1.D	2132	2024.36	925.467	20.9283
Gorai.001G003400.1.A	496	388.36	2	0.235752
Gorai.001G003400.1.D	496	388.36	11	1.29664
Gorai.001G003500.1.A	2044	1936.36	219.284	5.1842
Gorai.001G003500.1.D	2044	1936.36	260.716	6.1637
Gorai.001G003600.1.A	2311	2203.36	0	0
Gorai.001G003600.1.D	2311	2203.36	21.7634	0.452169
Gorai.001G003700.1.A	2036	1928.36	372.656	8.84667
Gorai.001G003700.1.D	2036	1928.36	556.344	13.2074
Gorai.001G003800.1.A	1186	1078.36	78.4286	3.32944
Gorai.001G003800.1.D	1186	1078.36	104.571	4.43925
Gorai.001G003900.1.A	1768	1660.36	0	0
Gorai.001G003900.1.D	1768	1660.36	6	0.165428
Gorai.001G004000.1.A	2980	2872.36	359.161	5.72415
Gorai.001G004000.1.D	2980	2872.36	374.839	5.97401
Gorai.001G004100.1.A	1773	1665.36	0	0
Gorai.001G004100.1.D	1773	1665.36	0	0
Gorai.001G004200.1.A	1672	1564.36	265.588	7.772
Gorai.001G004200.1.D	1672	1564.36	379.412	11.1029
Gorai.001G004300.1.A	1755	1647.36	1	0.0277889
Gorai.001G004300.1.D	1755	1647.36	0	0
Gorai.001G004400.1.A	1633	1525.36	0	0
Gorai.001G004400.1.D	1633	1525.36	72	2.16083
Gorai.001G004500.1.A	2100	1992.36	287.846	6.61384
Gorai.001G004500.1.D	2100	1992.36	452.154	10.3891
Gorai.001G004600.1.A	554	446.36	123	12.6148
Gorai.001G004600.1.D	554	446.36	0	0
Gorai.001G004700.1.A	773	665.36	0	0
Gorai.001G004700.1.D	773	665.36	3	0.206407
Gorai.001G004800.1.A	1302	1194.36	62.3686	2.39051
Gorai.001G004800.1.D	1302	1194.36	256.631	9.83637
Gorai.001G004900.1.A	694	586.36	249.752	19.4987
Gorai.001G004900.1.D	694	586.36	79.2482	6.18708
Gorai.001G005000.1.A	1167	1059.36	71.0185	3.06894
Gorai.001G005000.1.D	1167	1059.36	46.9815	2.03022
Gorai.001G005100.1.A	803	695.36	0	0
Gorai.001G005100.1.D	803	695.36	0	0
Gorai.001G005200.1.A	2688	2580.36	135.911	2.4112
Gorai.001G005200.1.D	2688	2580.36	100.089	1.77569
Gorai.001G005300.1.A	1090	982.36	0	0
Gorai.001G005300.1.D	1090	982.36	0	0
Gorai.001G005400.1.A	1650	1542.36	4	0.118723
Gorai.001G005400.1.D	1650	1542.36	4	0.118723
Gorai.001G005500.1.A	1881	1773.36	12.8	0.330425
Gorai.001G005500.1.D	1881	1773.36	131.2	3.38686
Gorai.001G005600.1.A	2246	2138.36	509.586	10.9093
Gorai.001G005600.1.D	2246	2138.36	381.414	8.16538
Gorai.001G005700.1.A	2563	2455.36	2743.28	51.1465
Gorai.001G005700.1.D	2563	2455.36	2236.72	41.7019
Gorai.001G005800.1.A	1320	1212.36	180.536	6.817
Gorai.001G005800.1.D	1320	1212.36	142.464	5.3794
Gorai.001G005900.1.A	2902	2794.36	7.175	0.117544
Gorai.001G005900.1.D	2902	2794.36	33.825	0.554135
Gorai.001G006000.1.A	2535	2427.36	3	0.056578
Gorai.001G006000.1.D	2535	2427.36	0	0
Gorai.001G006100.1.A	2524	2416.36	20	0.378904
Gorai.001G006100.1.D	2524	2416.36	20	0.378904
Gorai.001G006200.1.A	2724	2616.36	72.3252	1.26547
Gorai.001G006200.1.D	2724	2616.36	66.6748	1.16661
Gorai.001G006300.1.A	817	709.36	34.5	2.22645
Gorai.001G006300.1.D	817	709.36	11.5	0.74215
Gorai.001G006400.1.A	2609	2501.36	0	0
Gorai.001G006400.1.D	2609	2501.36	19	0.347727
Gorai.001G006500.1.A	2379	2271.36	11	0.221701
Gorai.001G006500.1.D	2379	2271.36	11	0.221701
Gorai.001G006600.1.A	1814	1706.36	416.411	11.1715
Gorai.001G006600.1.D	1814	1706.36	356.589	9.5666
Gorai.001G006700.1.A	1234	1126.36	3.75	0.15241
Gorai.001G006700.1.D	1234	1126.36	1.25	0.0508035
Gorai.001G006800.1.A	663	555.36	134.389	11.0777
Gorai.001G006800.1.D	663	555.36	29.2149	2.40819
Gorai.001G006900.1.A	321	213.36	0.159932	0.0343149
Gorai.001G006900.1.D	321	213.36	0	0
Gorai.001G007000.1.A	2302	2194.36	61.4151	1.28123
Gorai.001G007000.1.D	2302	2194.36	96.128	2.00541
Gorai.001G007100.1.A	1885	1777.36	28.1667	0.725472
Gorai.001G007100.1.D	1885	1777.36	36.8333	0.948694
Gorai.001G007200.1.A	1096	988.36	57.3659	2.65704
Gorai.001G007200.1.D	1096	988.36	38.6341	1.78944
Gorai.001G007300.1.A	711	603.36	0	0
Gorai.001G007300.1.D	711	603.36	1	0.0758724
Gorai.001G007400.1.A	2197	2089.36	281.868	6.1758
Gorai.001G007400.1.D	2197	2089.36	72.1317	1.58042
Gorai.001G007500.1.A	1448	1340.36	97.4611	3.32867
Gorai.001G007500.1.D	1448	1340.36	100.539	3.43378
Gorai.001G007600.1.A	3680	3572.36	314.569	4.03108
Gorai.001G007600.1.D	3680	3572.36	254.431	3.26043
Gorai.001G007700.1.A	1128	1020.36	0	0
Gorai.001G007700.1.D	1128	1020.36	0	0
Gorai.001G007800.1.A	1533	1425.36	0	0
Gorai.001G007800.1.D	1533	1425.36	0	0
Gorai.001G007900.1.A	2493	2385.36	123.882	2.37747
Gorai.001G007900.1.D	2493	2385.36	218.118	4.18598
Gorai.001G008000.1.A	1954	1846.36	0	0
Gorai.001G008000.1.D	1954	1846.36	18	0.446289
Gorai.001G008100.1.A	1792	1684.36	27.7941	0.755403
Gorai.001G008100.1.D	1792	1684.36	7.20588	0.195845
Gorai.001G008200.1.A	2931	2823.36	0	0
Gorai.001G008200.1.D	2931	2823.36	0	0
Gorai.001G008300.1.A	1060	952.36	1	0.0480684
Gorai.001G008300.1.D	1060	952.36	0	0
Gorai.001G008400.1.A	1580	1472.36	0	0
Gorai.001G008400.1.D	1580	1472.36	0	0
Gorai.001G008500.1.A	1876	1768.36	6.66667	0.172583
Gorai.001G008500.1.D	1876	1768.36	25.3333	0.655816
Gorai.001G008600.1.A	793	685.36	0	0
Gorai.001G008600.1.D	793	685.36	10	0.667947
Gorai.001G008700.1.A	1049	941.36	88	4.27944
Gorai.001G008700.1.D	1049	941.36	237	11.5253
Gorai.001G008800.1.A	3497	3389.36	64.68	0.8736
Gorai.001G008800.1.D	3497	3389.36	89.32	1.2064
Gorai.001G008900.1.A	2258	2150.36	247.178	5.26211
Gorai.001G008900.1.D	2258	2150.36	11.8216	0.251666
Gorai.001G009000.1.A	2376	2268.36	0	0
Gorai.001G009000.1.D	2376	2268.36	0	0
Gorai.001G009100.1.A	883	775.36	15.7857	0.932012
Gorai.001G009100.1.D	883	775.36	1.21429	0.0716932
Gorai.001G009200.1.A	1709	1601.36	0	0
Gorai.001G009200.1.D	1709	1601.36	149	4.25949
Gorai.001G009300.1.A	1797	1689.36	1017.85	27.5817
Gorai.001G009300.1.D	1797	1689.36	2141.15	58.0211
Gorai.001G009400.1.A	1505	1397.36	117.6	3.85265
Gorai.001G009400.1.D	1505	1397.36	29.4	0.963162
Gorai.001G009500.1.A	667	559.36	5739.12	469.693
Gorai.001G009500.1.D	667	559.36	3400.88	278.331
Gorai.001G009600.1.A	674	566.36	1	0.0808292
Gorai.001G009600.1.D	674	566.36	1	0.0808292
Gorai.001G009700.1.A	1176	1068.36	159.907	6.85191
Gorai.001G009700.1.D	1176	1068.36	5.09259	0.218214
Gorai.001G009800.1.A	1830	1722.36	259.909	6.9081
Gorai.001G009800.1.D	1830	1722.36	42.0906	1.11872
Gorai.001G009900.1.A	1458	1350.36	161.968	5.49086
Gorai.001G009900.1.D	1458	1350.36	41.0319	1.39102
Gorai.001G010000.1.A	1062	954.36	0	0
Gorai.001G010000.1.D	1062	954.36	0	0
Gorai.001G010100.1.A	2313	2205.36	51.8478	1.07625
Gorai.001G010100.1.D	2313	2205.36	54.1522	1.12408
Gorai.001G010200.1.A	982	874.36	5.29412	0.277181
Gorai.001G010200.1.D	982	874.36	12.7059	0.665235
Gorai.001G010300.1.A	1149	1041.36	408.511	17.9582
Gorai.001G010300.1.D	1149	1041.36	753.23	33.1121
Gorai.001G010400.1.A	466	358.36	0	0
Gorai.001G010400.1.D	466	358.36	0	0
Gorai.001G010500.1.A	3352	3244.36	42	0.592626
Gorai.001G010500.1.D	3352	3244.36	20	0.282203
Gorai.001G010600.1.A	723	615.36	605.97	45.0799
Gorai.001G010600.1.D	723	615.36	374.03	27.8252
Gorai.001G010700.1.A	1332	1224.36	0	0
Gorai.001G010700.1.D	1332	1224.36	0	0
Gorai.001G010800.1.A	1412	1304.36	619.444	21.7403
Gorai.001G010800.1.D	1412	1304.36	1750.56	61.4383
Gorai.001G010900.1.A	2011	1903.36	129.219	3.10789
Gorai.001G010900.1.D	2011	1903.36	82.781	1.99099
Gorai.001G011000.1.A	1692	1584.36	202.322	5.84589
Gorai.001G011000.1.D	1692	1584.36	144.678	4.1803
Gorai.001G011100.1.A	1287	1179.36	102.484	3.97807
Gorai.001G011100.1.D	1287	1179.36	557.516	21.6407
Gorai.001G011200.1.A	1133	1025.36	2	0.0892923
Gorai.001G011200.1.D	1133	1025.36	0	0
Gorai.001G011300.1.A	1851	1743.36	194.589	5.10964
Gorai.001G011300.1.D	1851	1743.36	264.411	6.9431
Gorai.001G011400.1.A	1311	1203.36	0	0
Gorai.001G011400.1.D	1311	1203.36	1	0.0380421
Gorai.001G011500.1.A	963	855.36	26.4286	1.41444
Gorai.001G011500.1.D	963	855.36	10.5714	0.565777
Gorai.001G011600.1.A	2638	2530.36	3275.73	59.2634
