target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	198.714	0	0
Gorai.001G000100.1.D	299	198.714	7.36921	0.857511
Gorai.001G000200.1.A	505	404.676	22	1.25708
Gorai.001G000200.1.D	505	404.676	8	0.457119
Gorai.001G000300.1.A	587	486.676	41.2229	1.9586
Gorai.001G000300.1.D	587	486.676	42.0724	1.99896
Gorai.001G000400.1.A	1443	1342.68	50	0.861084
Gorai.001G000400.1.D	1443	1342.68	0	0
Gorai.001G000500.1.A	983	882.676	98.6782	2.58504
Gorai.001G000500.1.D	983	882.676	130.125	3.40884
Gorai.001G000600.1.A	675	574.676	0	0
Gorai.001G000600.1.D	675	574.676	0	0
Gorai.001G000700.1.A	935	834.676	3	0.0831094
Gorai.001G000700.1.D	935	834.676	3	0.0831094
Gorai.001G000800.1.A	1784	1683.68	49.1852	0.675496
Gorai.001G000800.1.D	1784	1683.68	33.8148	0.464403
Gorai.001G000900.1.A	1551	1450.68	1189.34	18.9576
Gorai.001G000900.1.D	1551	1450.68	1605.16	25.5856
Gorai.001G001000.1.A	1974	1873.68	202.65	2.50092
Gorai.001G001000.1.D	1974	1873.68	258.35	3.18831
Gorai.001G001100.1.A	2591	2490.68	673.105	6.24903
Gorai.001G001100.1.D	2591	2490.68	544.895	5.05874
Gorai.001G001200.1.A	2440	2339.68	2156.62	21.314
Gorai.001G001200.1.D	2440	2339.68	2234.38	22.0825
Gorai.001G001300.1.A	2275	2174.68	3605.9	38.3412
Gorai.001G001300.1.D	2275	2174.68	2068.1	21.99
Gorai.001G001400.1.A	1869	1768.68	187.713	2.4541
Gorai.001G001400.1.D	1869	1768.68	133.287	1.74256
Gorai.001G001500.1.A	1636	1535.68	482.827	7.27007
Gorai.001G001500.1.D	1636	1535.68	591.173	8.90148
Gorai.001G001600.1.A	2414	2313.68	542.038	5.41719
Gorai.001G001600.1.D	2414	2313.68	553.962	5.53636
Gorai.001G001700.1.A	621	520.676	1	0.0444098
Gorai.001G001700.1.D	621	520.676	1	0.0444098
Gorai.001G001800.1.A	1622	1521.68	74.4865	1.13188
Gorai.001G001800.1.D	1622	1521.68	29.5135	0.448483
Gorai.001G001900.1.A	1893	1792.68	39.9655	0.515502
Gorai.001G001900.1.D	1893	1792.68	21.0345	0.271317
Gorai.001G002000.1.A	2575	2474.68	349.028	3.26129
Gorai.001G002000.1.D	2575	2474.68	236.284	2.20781
Gorai.001G002100.1.A	1933	1832.68	0	0
Gorai.001G002100.1.D	1933	1832.68	0	0
Gorai.001G002200.1.A	1511	1410.68	237.444	3.89207
Gorai.001G002200.1.D	1511	1410.68	1276.56	20.9247
Gorai.001G002300.1.A	9038	8937.68	1514.9	3.91927
Gorai.001G002300.1.D	9038	8937.68	2275.1	5.88604
Gorai.001G002400.1.A	1315	1214.68	950.612	18.0963
Gorai.001G002400.1.D	1315	1214.68	1149.39	21.8803
Gorai.001G002500.1.A	1371	1270.68	0	0
Gorai.001G002500.1.D	1371	1270.68	0	0
Gorai.001G002600.1.A	1892	1791.68	0	0
Gorai.001G002600.1.D	1892	1791.68	0	0
Gorai.001G002700.1.A	3129	3028.68	131.348	1.00281
Gorai.001G002700.1.D	3129	3028.68	11.6519	0.0889588
Gorai.001G002800.1.A	1758	1657.68	24.2	0.337569
Gorai.001G002800.1.D	1758	1657.68	8.8	0.122752
Gorai.001G002900.1.A	3057	2956.68	0	0
Gorai.001G002900.1.D	3057	2956.68	0	0
Gorai.001G003000.1.A	2943	2842.68	0	0
Gorai.001G003000.1.D	2943	2842.68	0	0
Gorai.001G003100.1.A	4194	4093.68	26.5385	0.149903
Gorai.001G003100.1.D	4194	4093.68	88.4615	0.499675
Gorai.001G003200.1.A	2367	2266.68	3.66234	0.0373608
Gorai.001G003200.1.D	2367	2266.68	90.3377	0.921566
Gorai.001G003300.1.A	2132	2031.68	1231.78	14.0192
Gorai.001G003300.1.D	2132	2031.68	1152.22	13.1138
Gorai.001G003400.1.A	496	395.676	346.182	20.2307
Gorai.001G003400.1.D	496	395.676	469.818	27.456
Gorai.001G003500.1.A	2044	1943.68	305.288	3.63189
Gorai.001G003500.1.D	2044	1943.68	448.712	5.33815
Gorai.001G003600.1.A	2311	2210.68	24.0964	0.252043
Gorai.001G003600.1.D	2311	2210.68	56.6424	0.592466
Gorai.001G003700.1.A	2036	1935.68	1359.13	16.2359
Gorai.001G003700.1.D	2036	1935.68	1101.61	13.1596
Gorai.001G003800.1.A	1186	1085.68	2	0.0425968
Gorai.001G003800.1.D	1186	1085.68	3	0.0638951
Gorai.001G003900.1.A	1768	1667.68	0	0
Gorai.001G003900.1.D	1768	1667.68	5	0.0693275
Gorai.001G004000.1.A	2980	2879.68	4976.73	39.9621
Gorai.001G004000.1.D	2980	2879.68	4752.27	38.1596
Gorai.001G004100.1.A	1773	1672.68	0	0
Gorai.001G004100.1.D	1773	1672.68	0	0
Gorai.001G004200.1.A	1672	1571.68	585.218	8.60997
Gorai.001G004200.1.D	1672	1571.68	591.782	8.70653
Gorai.001G004300.1.A	1755	1654.68	1	0.0139744
Gorai.001G004300.1.D	1755	1654.68	0	0
Gorai.001G004400.1.A	1633	1532.68	6	0.0905207
Gorai.001G004400.1.D	1633	1532.68	1	0.0150868
Gorai.001G004500.1.A	2100	1999.68	264.989	3.06419
Gorai.001G004500.1.D	2100	1999.68	418.011	4.83365
Gorai.001G004600.1.A	554	453.676	43	2.19164
Gorai.001G004600.1.D	554	453.676	0	0
Gorai.001G004700.1.A	773	672.676	3	0.103125
Gorai.001G004700.1.D	773	672.676	0	0
Gorai.001G004800.1.A	1302	1201.68	280.755	5.4024
Gorai.001G004800.1.D	1302	1201.68	215.245	4.14184
Gorai.001G004900.1.A	694	593.676	137.359	5.35002
Gorai.001G004900.1.D	694	593.676	11.6406	0.453392
Gorai.001G005000.1.A	1167	1066.68	210.062	4.55367
Gorai.001G005000.1.D	1167	1066.68	51.9383	1.12591
Gorai.001G005100.1.A	803	702.676	1	0.0329073
Gorai.001G005100.1.D	803	702.676	1	0.0329073
Gorai.001G005200.1.A	2688	2587.68	1436.65	12.8377
Gorai.001G005200.1.D	2688	2587.68	666.351	5.95443
Gorai.001G005300.1.A	1090	989.676	11.6667	0.272584
Gorai.001G005300.1.D	1090	989.676	3.33333	0.0778812
Gorai.001G005400.1.A	1650	1549.68	8.55556	0.12766
Gorai.001G005400.1.D	1650	1549.68	13.4444	0.200608
Gorai.001G005500.1.A	1881	1780.68	2.21782	0.0287997
Gorai.001G005500.1.D	1881	1780.68	109.782	1.42559
Gorai.001G005600.1.A	2246	2145.68	630.261	6.79209
Gorai.001G005600.1.D	2246	2145.68	367.739	3.96299
Gorai.001G005700.1.A	2563	2462.68	2116.01	19.8681
Gorai.001G005700.1.D	2563	2462.68	1208.99	11.3518
Gorai.001G005800.1.A	1320	1219.68	417.5	7.91515
Gorai.001G005800.1.D	1320	1219.68	417.5	7.91515
Gorai.001G005900.1.A	2902	2801.68	127.363	1.05117
Gorai.001G005900.1.D	2902	2801.68	347.637	2.86916
Gorai.001G006000.1.A	2535	2434.68	46.3448	0.440156
Gorai.001G006000.1.D	2535	2434.68	17.6552	0.167679
Gorai.001G006100.1.A	2524	2423.68	33.2683	0.317397
Gorai.001G006100.1.D	2524	2423.68	28.7317	0.274116
Gorai.001G006200.1.A	2724	2623.68	221.175	1.94927
Gorai.001G006200.1.D	2724	2623.68	193.825	1.70823
Gorai.001G006300.1.A	817	716.676	138.13	4.45669
Gorai.001G006300.1.D	817	716.676	162.87	5.2549
Gorai.001G006400.1.A	2609	2508.68	0	0
Gorai.001G006400.1.D	2609	2508.68	52	0.479298
Gorai.001G006500.1.A	2379	2278.68	22.5	0.228322
Gorai.001G006500.1.D	2379	2278.68	22.5	0.228322
Gorai.001G006600.1.A	1814	1713.68	1106.17	14.9259
Gorai.001G006600.1.D	1814	1713.68	929.827	12.5464
Gorai.001G006700.1.A	1234	1133.68	18.8571	0.384622
Gorai.001G006700.1.D	1234	1133.68	3.14286	0.0641036
Gorai.001G006800.1.A	663	562.676	396.478	16.2932
Gorai.001G006800.1.D	663	562.676	104.232	4.28342
Gorai.001G006900.1.A	321	220.696	0.750407	0.0786228
Gorai.001G006900.1.D	321	220.696	0	0
Gorai.001G007000.1.A	2302	2201.68	79.0156	0.829863
Gorai.001G007000.1.D	2302	2201.68	55.5578	0.583497
Gorai.001G007100.1.A	1885	1784.68	91.871	1.19033
Gorai.001G007100.1.D	1885	1784.68	86.129	1.11593
Gorai.001G007200.1.A	1096	995.676	138.852	3.22465
Gorai.001G007200.1.D	1096	995.676	103.148	2.39545
Gorai.001G007300.1.A	711	610.676	1	0.0378648
Gorai.001G007300.1.D	711	610.676	0	0
Gorai.001G007400.1.A	2197	2096.68	943.107	10.401
Gorai.001G007400.1.D	2197	2096.68	91.8925	1.01343
Gorai.001G007500.1.A	1448	1347.68	224.438	3.85085
Gorai.001G007500.1.D	1448	1347.68	153.562	2.63479
Gorai.001G007600.1.A	3680	3579.68	372.354	2.40524
Gorai.001G007600.1.D	3680	3579.68	155.646	1.00541
Gorai.001G007700.1.A	1128	1027.68	0	0
Gorai.001G007700.1.D	1128	1027.68	0	0
Gorai.001G007800.1.A	1533	1432.68	5	0.0806991
Gorai.001G007800.1.D	1533	1432.68	0	0
Gorai.001G007900.1.A	2493	2392.68	59.0227	0.570404
Gorai.001G007900.1.D	2493	2392.68	136.977	1.32377
Gorai.001G008000.1.A	1954	1853.68	18.0293	0.224901
Gorai.001G008000.1.D	1954	1853.68	212.971	2.65664
Gorai.001G008100.1.A	1792	1691.68	12	0.164025
Gorai.001G008100.1.D	1792	1691.68	0	0
Gorai.001G008200.1.A	2931	2830.68	0	0
Gorai.001G008200.1.D	2931	2830.68	0	0
Gorai.001G008300.1.A	1060	959.676	0	0
Gorai.001G008300.1.D	1060	959.676	0	0
Gorai.001G008400.1.A	1580	1479.68	0	0
Gorai.001G008400.1.D	1580	1479.68	19	0.296916
Gorai.001G008500.1.A	1876	1775.68	9.92308	0.12922
Gorai.001G008500.1.D	1876	1775.68	33.0769	0.430733
Gorai.001G008600.1.A	793	692.676	0	0
Gorai.001G008600.1.D	793	692.676	0	0
Gorai.001G008700.1.A	1049	948.676	8	0.194993
Gorai.001G008700.1.D	1049	948.676	0	0
Gorai.001G008800.1.A	3497	3396.68	1411.39	9.60816
Gorai.001G008800.1.D	3497	3396.68	364.609	2.48211
Gorai.001G008900.1.A	2258	2157.68	458.473	4.91331
Gorai.001G008900.1.D	2258	2157.68	54.5271	0.58435
Gorai.001G009000.1.A	2376	2275.68	5	0.050805
Gorai.001G009000.1.D	2376	2275.68	0	0
Gorai.001G009100.1.A	883	782.676	2	0.0590874
Gorai.001G009100.1.D	883	782.676	0	0
Gorai.001G009200.1.A	1709	1608.68	0	0
Gorai.001G009200.1.D	1709	1608.68	4	0.0574961
Gorai.001G009300.1.A	1797	1696.68	85.7143	1.16816
Gorai.001G009300.1.D	1797	1696.68	64.2857	0.876118
Gorai.001G009400.1.A	1505	1404.68	155.845	2.56545
Gorai.001G009400.1.D	1505	1404.68	120.155	1.97794
Gorai.001G009500.1.A	667	566.676	6662.36	271.857
Gorai.001G009500.1.D	667	566.676	5585.64	227.921
Gorai.001G009600.1.A	674	573.676	14	0.564297
Gorai.001G009600.1.D	674	573.676	1	0.040307
Gorai.001G009700.1.A	1176	1075.68	3	0.0644891
Gorai.001G009700.1.D	1176	1075.68	0	0
Gorai.001G009800.1.A	1830	1729.68	2876.41	38.4532
Gorai.001G009800.1.D	1830	1729.68	1792.59	23.9642
Gorai.001G009900.1.A	1458	1357.68	4827.82	82.2246
Gorai.001G009900.1.D	1458	1357.68	342.181	5.82782
Gorai.001G010000.1.A	1062	961.676	0	0
Gorai.001G010000.1.D	1062	961.676	0	0
Gorai.001G010100.1.A	2313	2212.68	525.62	5.49289
Gorai.001G010100.1.D	2313	2212.68	155.38	1.62377
Gorai.001G010200.1.A	982	881.676	9.45946	0.248087
Gorai.001G010200.1.D	982	881.676	40.5405	1.06323
Gorai.001G010300.1.A	1149	1048.68	1395.45	30.7696
Gorai.001G010300.1.D	1149	1048.68	1540.26	33.9626
Gorai.001G010400.1.A	466	365.676	4.15385	0.262664
Gorai.001G010400.1.D	466	365.676	13.8462	0.875547
Gorai.001G010500.1.A	3352	3251.68	416.989	2.96527
Gorai.001G010500.1.D	3352	3251.68	334.011	2.3752
Gorai.001G010600.1.A	723	622.676	1904.02	70.7059
Gorai.001G010600.1.D	723	622.676	1175.98	43.6702
Gorai.001G010700.1.A	1332	1231.68	0	0
Gorai.001G010700.1.D	1332	1231.68	0	0
Gorai.001G010800.1.A	1412	1311.68	1650.59	29.0977
Gorai.001G010800.1.D	1412	1311.68	3544.41	62.4834
Gorai.001G010900.1.A	2011	1910.68	361.675	4.37702
Gorai.001G010900.1.D	2011	1910.68	314.325	3.80398
Gorai.001G011000.1.A	1692	1591.68	363.827	5.28551
Gorai.001G011000.1.D	1692	1591.68	165.173	2.39956
Gorai.001G011100.1.A	1287	1186.68	29	0.565084
Gorai.001G011100.1.D	1287	1186.68	6	0.116914
Gorai.001G011200.1.A	1133	1032.68	25.0909	0.561823
Gorai.001G011200.1.D	1133	1032.68	10.9091	0.244271
Gorai.001G011300.1.A	1851	1750.68	411.724	5.43811
Gorai.001G011300.1.D	1851	1750.68	691.276	9.13046
Gorai.001G011400.1.A	1311	1210.68	1	0.0190994
Gorai.001G011400.1.D	1311	1210.68	9	0.171894
Gorai.001G011500.1.A	963	862.676	110.809	2.97011
Gorai.001G011500.1.D	963	862.676	75.1915	2.01543
Gorai.001G011600.1.A	2638	2537.68	1481.42	13.4986
Gorai.001G011600.1.D	2638	2537.68	11.6739	0.106372
Gorai.001G011700.1.A	2532	2431.68	121.113	1.15168
Gorai.001G011700.1.D	2532	2431.68	87.8872	0.835731
Gorai.001G011800.1.A	1806	1705.68	15.4737	0.20977
Gorai.001G011800.1.D	1806	1705.68	5.52632	0.074918
Gorai.001G011900.1.A	561	460.676	12	0.602327
Gorai.001G011900.1.D	561	460.676	2	0.100388
Gorai.001G012000.1.A	4544	4443.68	849.538	4.42066
Gorai.001G012000.1.D	4544	4443.68	478.462	2.48973
Gorai.001G012100.1.A	2157	2056.68	153.648	1.72746
Gorai.001G012100.1.D	2157	2056.68	83.3517	0.937121
Gorai.001G012200.1.A	923	822.676	544.517	15.3049
Gorai.001G012200.1.D	923	822.676	859.483	24.1577
Gorai.001G012300.1.A	1625	1524.68	3	0.0454978
Gorai.001G012300.1.D	1625	1524.68	0	0
Gorai.001G012400.1.A	1835	1734.68	13	0.173289
Gorai.001G012400.1.D	1835	1734.68	0	0
Gorai.001G012500.1.A	1478	1377.68	730.8	12.2659
Gorai.001G012500.1.D	1478	1377.68	1179.2	19.7919
Gorai.001G012600.1.A	718	617.676	0	0
Gorai.001G012600.1.D	718	617.676	1	0.0374357
Gorai.001G012700.1.A	1563	1462.68	20	0.316176
Gorai.001G012700.1.D	1563	1462.68	0	0
Gorai.001G012800.1.A	966	865.676	2987.64	79.803
Gorai.001G012800.1.D	966	865.676	2446.36	65.345
Gorai.001G012900.1.A	1818	1717.68	0	0
Gorai.001G012900.1.D	1818	1717.68	1	0.0134619
Gorai.001G013000.1.A	1069	968.676	166.276	3.96916
Gorai.001G013000.1.D	1069	968.676	251.724	6.00887
Gorai.001G013100.1.A	2366	2265.68	54.4737	0.55595
Gorai.001G013100.1.D	2366	2265.68	170.526	1.74037
Gorai.001G013200.1.A	824	723.676	10.6897	0.341559
Gorai.001G013200.1.D	824	723.676	20.3103	0.648963
Gorai.001G013300.1.A	2345	2244.68	1325.71	13.6565
Gorai.001G013300.1.D	2345	2244.68	1733.29	17.8552
Gorai.001G013400.1.A	4543	4442.68	431.497	2.24585
Gorai.001G013400.1.D	4543	4442.68	441.503	2.29792
Gorai.001G013500.1.A	2396	2295.68	108.521	1.09308
Gorai.001G013500.1.D	2396	2295.68	105.479	1.06243
Gorai.001G013600.1.A	1675	1574.68	63.2545	0.928854
Gorai.001G013600.1.D	1675	1574.68	7.74545	0.113737
Gorai.001G013700.1.A	1055	954.676	34.6667	0.839659
Gorai.001G013700.1.D	1055	954.676	4.33333	0.104957
Gorai.001G013800.1.A	1051	950.676	1021.04	24.8346
Gorai.001G013800.1.D	1051	950.676	794.96	19.3357
Gorai.001G013900.1.A	1459	1358.68	124	2.11034
Gorai.001G013900.1.D	1459	1358.68	132	2.24649
Gorai.001G014000.1.A	1365	1264.68	152.151	2.7819
Gorai.001G014000.1.D	1365	1264.68	407.849	7.45705
Gorai.001G014100.1.A	5398	5297.68	3682.88	16.0749
Gorai.001G014100.1.D	5398	5297.68	4213.89	18.3927
Gorai.001G014200.1.A	1346	1245.68	21	0.389817
Gorai.001G014200.1.D	1346	1245.68	0	0
