target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	186.743	1.39938	0.583
Gorai.001G000100.1.D	299	186.743	2	0.833225
Gorai.001G000200.1.A	505	392.455	4.5	0.892073
Gorai.001G000200.1.D	505	392.455	4.5	0.892073
Gorai.001G000300.1.A	587	474.412	9.40848	1.54292
Gorai.001G000300.1.D	587	474.412	6.95116	1.13993
Gorai.001G000400.1.A	1443	1330.35	24	1.40354
Gorai.001G000400.1.D	1443	1330.35	0	0
Gorai.001G000500.1.A	983	870.346	29.6471	2.65013
Gorai.001G000500.1.D	983	870.346	24.3529	2.17689
Gorai.001G000600.1.A	675	562.412	0	0
Gorai.001G000600.1.D	675	562.412	0	0
Gorai.001G000700.1.A	935	822.346	0	0
Gorai.001G000700.1.D	935	822.346	0	0
Gorai.001G000800.1.A	1784	1671.35	23	1.07063
Gorai.001G000800.1.D	1784	1671.35	10	0.465491
Gorai.001G000900.1.A	1551	1438.35	317.73	17.1859
Gorai.001G000900.1.D	1551	1438.35	414.27	22.4078
Gorai.001G001000.1.A	1974	1861.35	41.747	1.74492
Gorai.001G001000.1.D	1974	1861.35	57.253	2.39304
Gorai.001G001100.1.A	2591	2478.35	194.924	6.11901
Gorai.001G001100.1.D	2591	2478.35	159.076	4.99368
Gorai.001G001200.1.A	2440	2327.35	484.105	16.1829
Gorai.001G001200.1.D	2440	2327.35	429.895	14.3708
Gorai.001G001300.1.A	2275	2162.35	728.209	26.2004
Gorai.001G001300.1.D	2275	2162.35	464.791	16.7229
Gorai.001G001400.1.A	1869	1756.35	34.5312	1.52961
Gorai.001G001400.1.D	1869	1756.35	30.4688	1.34965
Gorai.001G001500.1.A	1636	1523.35	83.8552	4.28262
Gorai.001G001500.1.D	1636	1523.35	142.145	7.25956
Gorai.001G001600.1.A	2414	2301.35	101.118	3.41841
Gorai.001G001600.1.D	2414	2301.35	119.882	4.05275
Gorai.001G001700.1.A	621	508.412	0	0
Gorai.001G001700.1.D	621	508.412	0	0
Gorai.001G001800.1.A	1622	1509.35	37.359	1.92568
