target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	184.103	0	0
Gorai.001G000100.1.D	299	184.103	0	0
Gorai.001G000200.1.A	505	389.857	5	0.591449
Gorai.001G000200.1.D	505	389.857	0	0
Gorai.001G000300.1.A	587	471.816	0	0
Gorai.001G000300.1.D	587	471.816	5.41356	0.529131
Gorai.001G000400.1.A	1443	1327.75	70	2.43128
Gorai.001G000400.1.D	1443	1327.75	0	0
Gorai.001G000500.1.A	983	867.75	47	2.49779
Gorai.001G000500.1.D	983	867.75	16	0.850312
Gorai.001G000600.1.A	675	559.816	0	0
Gorai.001G000600.1.D	675	559.816	0	0
Gorai.001G000700.1.A	935	819.75	0	0
Gorai.001G000700.1.D	935	819.75	0	0
Gorai.001G000800.1.A	1784	1668.75	14.4	0.397946
Gorai.001G000800.1.D	1784	1668.75	15.6	0.431108
Gorai.001G000900.1.A	1551	1435.75	193.654	6.22013
Gorai.001G000900.1.D	1551	1435.75	204.346	6.56358
Gorai.001G001000.1.A	1974	1858.75	31.875	0.790828
Gorai.001G001000.1.D	1974	1858.75	36.125	0.896271
Gorai.001G001100.1.A	2591	2475.75	64.7125	1.20541
Gorai.001G001100.1.D	2591	2475.75	102.287	1.90532
Gorai.001G001200.1.A	2440	2324.75	986.599	19.5712
Gorai.001G001200.1.D	2440	2324.75	923.401	18.3175
Gorai.001G001300.1.A	2275	2159.75	415.779	8.87793
Gorai.001G001300.1.D	2275	2159.75	324.221	6.92294
Gorai.001G001400.1.A	1869	1753.75	28.3944	0.74665
Gorai.001G001400.1.D	1869	1753.75	43.6056	1.14664
Gorai.001G001500.1.A	1636	1520.75	94.7288	2.87261
Gorai.001G001500.1.D	1636	1520.75	148.271	4.49626
Gorai.001G001600.1.A	2414	2298.75	146.558	2.94016
Gorai.001G001600.1.D	2414	2298.75	127.442	2.55666
Gorai.001G001700.1.A	621	505.816	0	0
Gorai.001G001700.1.D	621	505.816	0	0
Gorai.001G001800.1.A	1622	1506.75	5	0.153032
Gorai.001G001800.1.D	1622	1506.75	5	0.153032
Gorai.001G001900.1.A	1893	1777.75	8	0.207526
Gorai.001G001900.1.D	1893	1777.75	5	0.129704
Gorai.001G002000.1.A	2575	2459.75	147.385	2.76322
Gorai.001G002000.1.D	2575	2459.75	90.6147	1.69887
Gorai.001G002100.1.A	1933	1817.75	1	0.0253699
Gorai.001G002100.1.D	1933	1817.75	0	0
Gorai.001G002200.1.A	1511	1395.75	86.4363	2.85589
Gorai.001G002200.1.D	1511	1395.75	142.564	4.71036
Gorai.001G002300.1.A	9038	8922.75	299.2	1.54638
Gorai.001G002300.1.D	9038	8922.75	291.8	1.50813
Gorai.001G002400.1.A	1315	1199.75	139.687	5.3693
Gorai.001G002400.1.D	1315	1199.75	262.313	10.0828
Gorai.001G002500.1.A	1371	1255.75	0	0
Gorai.001G002500.1.D	1371	1255.75	1	0.036724
Gorai.001G002600.1.A	1892	1776.75	16	0.415285
Gorai.001G002600.1.D	1892	1776.75	0	0
Gorai.001G002700.1.A	3129	3013.75	32.8889	0.503263
Gorai.001G002700.1.D	3129	3013.75	4.11111	0.0629078
Gorai.001G002800.1.A	1758	1642.75	0	0
Gorai.001G002800.1.D	1758	1642.75	0	0
Gorai.001G002900.1.A	3057	2941.75	0	0
Gorai.001G002900.1.D	3057	2941.75	0	0
Gorai.001G003000.1.A	2943	2827.75	0	0
Gorai.001G003000.1.D	2943	2827.75	0	0
Gorai.001G003100.1.A	4194	4078.75	6.25	0.0706652
Gorai.001G003100.1.D	4194	4078.75	23.75	0.268528
Gorai.001G003200.1.A	2367	2251.75	4.05	0.0829445
Gorai.001G003200.1.D	2367	2251.75	49.95	1.02298
Gorai.001G003300.1.A	2132	2016.75	394.873	9.02939
Gorai.001G003300.1.D	2132	2016.75	340.127	7.77753
Gorai.001G003400.1.A	496	380.857	15.6818	1.89883
Gorai.001G003400.1.D	496	380.857	7.31818	0.886123
Gorai.001G003500.1.A	2044	1928.75	69	1.64978
Gorai.001G003500.1.D	2044	1928.75	94	2.24753
Gorai.001G003600.1.A	2311	2195.75	4.21453	0.0885154
Gorai.001G003600.1.D	2311	2195.75	15.4311	0.32409
Gorai.001G003700.1.A	2036	1920.75	171.03	4.10632
Gorai.001G003700.1.D	2036	1920.75	254.97	6.1217
Gorai.001G003800.1.A	1186	1070.75	19.0746	0.821525
Gorai.001G003800.1.D	1186	1070.75	51.9254	2.23637
Gorai.001G003900.1.A	1768	1652.75	0	0
Gorai.001G003900.1.D	1768	1652.75	0	0
Gorai.001G004000.1.A	2980	2864.75	71.0548	1.14382
Gorai.001G004000.1.D	2980	2864.75	110.945	1.78597
Gorai.001G004100.1.A	1773	1657.75	0	0
Gorai.001G004100.1.D	1773	1657.75	0	0
Gorai.001G004200.1.A	1672	1556.75	115.692	3.42719
Gorai.001G004200.1.D	1672	1556.75	166.308	4.92659
Gorai.001G004300.1.A	1755	1639.75	1	0.0281239
Gorai.001G004300.1.D	1755	1639.75	0	0
Gorai.001G004400.1.A	1633	1517.75	0	0
Gorai.001G004400.1.D	1633	1517.75	4	0.121538
Gorai.001G004500.1.A	2100	1984.75	69.9467	1.62523
Gorai.001G004500.1.D	2100	1984.75	102.053	2.37123
Gorai.001G004600.1.A	554	438.816	120.317	12.6444
Gorai.001G004600.1.D	554	438.816	3.68317	0.387072
Gorai.001G004700.1.A	773	657.816	0	0
Gorai.001G004700.1.D	773	657.816	0	0
Gorai.001G004800.1.A	1302	1186.75	46.6667	1.81343
Gorai.001G004800.1.D	1302	1186.75	93.3333	3.62686
Gorai.001G004900.1.A	694	578.816	232.69	18.5392
Gorai.001G004900.1.D	694	578.816	104.31	8.31068
Gorai.001G005000.1.A	1167	1051.75	13.7143	0.601331
Gorai.001G005000.1.D	1167	1051.75	42.2857	1.8541
Gorai.001G005100.1.A	803	687.75	0	0
Gorai.001G005100.1.D	803	687.75	0	0
Gorai.001G005200.1.A	2688	2572.75	47.1781	0.845659
Gorai.001G005200.1.D	2688	2572.75	34.8219	0.624177
Gorai.001G005300.1.A	1090	974.75	0	0
Gorai.001G005300.1.D	1090	974.75	0	0
Gorai.001G005400.1.A	1650	1534.75	0	0
Gorai.001G005400.1.D	1650	1534.75	1	0.030048
Gorai.001G005500.1.A	1881	1765.75	3.05882	0.0798873
Gorai.001G005500.1.D	1881	1765.75	48.9412	1.2782
Gorai.001G005600.1.A	2246	2130.75	247.003	5.34591
Gorai.001G005600.1.D	2246	2130.75	122.997	2.66205
Gorai.001G005700.1.A	2563	2447.75	377.603	7.11412
Gorai.001G005700.1.D	2563	2447.75	401.397	7.5624
Gorai.001G005800.1.A	1320	1204.75	114.23	4.37257
Gorai.001G005800.1.D	1320	1204.75	64.7697	2.47929
Gorai.001G005900.1.A	2902	2786.75	0	0
Gorai.001G005900.1.D	2902	2786.75	6	0.0992901
Gorai.001G006000.1.A	2535	2419.75	1	0.0190582
Gorai.001G006000.1.D	2535	2419.75	0	0
Gorai.001G006100.1.A	2524	2408.75	9.33333	0.178689
Gorai.001G006100.1.D	2524	2408.75	2.66667	0.051054
Gorai.001G006200.1.A	2724	2608.75	14.8	0.261627
Gorai.001G006200.1.D	2724	2608.75	22.2	0.39244
Gorai.001G006300.1.A	817	701.75	7	0.460011
Gorai.001G006300.1.D	817	701.75	4	0.262864
Gorai.001G006400.1.A	2609	2493.75	0	0
Gorai.001G006400.1.D	2609	2493.75	5	0.0924634
Gorai.001G006500.1.A	2379	2263.75	4.2	0.0855605
Gorai.001G006500.1.D	2379	2263.75	2.8	0.0570404
