target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	190.668	0	0
Gorai.001G000100.1.D	299	190.668	1	0.249159
Gorai.001G000200.1.A	505	396.208	5	0.599517
Gorai.001G000200.1.D	505	396.208	0	0
Gorai.001G000300.1.A	587	478.208	6.12	0.60798
Gorai.001G000300.1.D	587	478.208	7.23601	0.718848
Gorai.001G000400.1.A	1443	1334.21	18	0.640919
Gorai.001G000400.1.D	1443	1334.21	0	0
Gorai.001G000500.1.A	983	874.208	38.6236	2.0989
Gorai.001G000500.1.D	983	874.208	94.9038	5.15731
Gorai.001G000600.1.A	675	566.208	0	0
Gorai.001G000600.1.D	675	566.208	0	0
Gorai.001G000700.1.A	935	826.208	0	0
Gorai.001G000700.1.D	935	826.208	0	0
Gorai.001G000800.1.A	1784	1675.21	27.2093	0.771619
Gorai.001G000800.1.D	1784	1675.21	17.7907	0.50452
Gorai.001G000900.1.A	1551	1442.21	720.972	23.749
Gorai.001G000900.1.D	1551	1442.21	935.028	30.8
Gorai.001G001000.1.A	1974	1865.21	100.455	2.55857
Gorai.001G001000.1.D	1974	1865.21	120.545	3.07028
Gorai.001G001100.1.A	2591	2482.21	491.194	9.40089
Gorai.001G001100.1.D	2591	2482.21	376.806	7.21164
Gorai.001G001200.1.A	2440	2331.21	1254.69	25.5688
Gorai.001G001200.1.D	2440	2331.21	1303.04	26.5541
Gorai.001G001300.1.A	2275	2166.21	2142.55	46.9878
Gorai.001G001300.1.D	2275	2166.21	1488.45	32.6429
Gorai.001G001400.1.A	1869	1760.21	75.7869	2.04543
Gorai.001G001400.1.D	1869	1760.21	58.2131	1.57113
Gorai.001G001500.1.A	1636	1527.21	262.723	8.17248
Gorai.001G001500.1.D	1636	1527.21	231.277	7.19431
Gorai.001G001600.1.A	2414	2305.21	238.472	4.91453
Gorai.001G001600.1.D	2414	2305.21	240.528	4.9569
Gorai.001G001700.1.A	621	512.208	0	0
Gorai.001G001700.1.D	621	512.208	0	0
Gorai.001G001800.1.A	1622	1513.21	10.8	0.339062
Gorai.001G001800.1.D	1622	1513.21	1.2	0.0376736
Gorai.001G001900.1.A	1893	1784.21	21.1765	0.563849
Gorai.001G001900.1.D	1893	1784.21	14.8235	0.394694
Gorai.001G002000.1.A	2575	2466.21	118.326	2.27931
Gorai.001G002000.1.D	2575	2466.21	73.6744	1.41919
Gorai.001G002100.1.A	1933	1824.21	0	0
Gorai.001G002100.1.D	1933	1824.21	0	0
Gorai.001G002200.1.A	1511	1402.21	90.825	3.07714
Gorai.001G002200.1.D	1511	1402.21	428.175	14.5065
Gorai.001G002300.1.A	9038	8929.21	592.416	3.15187
Gorai.001G002300.1.D	9038	8929.21	932.584	4.96169
Gorai.001G002400.1.A	1315	1206.21	534.538	21.0529
Gorai.001G002400.1.D	1315	1206.21	552.462	21.7588
Gorai.001G002500.1.A	1371	1262.21	0	0
Gorai.001G002500.1.D	1371	1262.21	0	0
Gorai.001G002600.1.A	1892	1783.21	0	0
Gorai.001G002600.1.D	1892	1783.21	0	0
Gorai.001G002700.1.A	3129	3020.21	88.871	1.3979
Gorai.001G002700.1.D	3129	3020.21	6.12903	0.0964072
Gorai.001G002800.1.A	1758	1649.21	1	0.0288057
Gorai.001G002800.1.D	1758	1649.21	0	0
Gorai.001G002900.1.A	3057	2948.21	0	0
Gorai.001G002900.1.D	3057	2948.21	0	0
Gorai.001G003000.1.A	2943	2834.21	0	0
Gorai.001G003000.1.D	2943	2834.21	0	0
Gorai.001G003100.1.A	4194	4085.21	7.93333	0.0922563
Gorai.001G003100.1.D	4194	4085.21	60.0667	0.698512
Gorai.001G003200.1.A	2367	2258.21	3.25	0.0683713
