target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	185.01	0	0
Gorai.001G000100.1.D	299	185.01	2	0.477329
Gorai.001G000200.1.A	505	390.862	11.6667	1.31797
Gorai.001G000200.1.D	505	390.862	3.33333	0.376563
Gorai.001G000300.1.A	587	472.862	4.37309	0.408353
Gorai.001G000300.1.D	587	472.862	12.0018	1.12071
Gorai.001G000400.1.A	1443	1328.86	383.844	12.7543
Gorai.001G000400.1.D	1443	1328.86	1.15616	0.0384166
Gorai.001G000500.1.A	983	868.862	59.4783	3.02266
Gorai.001G000500.1.D	983	868.862	60.5217	3.07569
Gorai.001G000600.1.A	675	560.862	0	0
Gorai.001G000600.1.D	675	560.862	0	0
Gorai.001G000700.1.A	935	820.862	0	0
Gorai.001G000700.1.D	935	820.862	0	0
Gorai.001G000800.1.A	1784	1669.86	94.4211	2.49672
Gorai.001G000800.1.D	1784	1669.86	61.5789	1.6283
Gorai.001G000900.1.A	1551	1436.86	256.432	7.88024
Gorai.001G000900.1.D	1551	1436.86	291.921	8.97081
Gorai.001G001000.1.A	1974	1859.86	133.251	3.16353
Gorai.001G001000.1.D	1974	1859.86	90.7487	2.15448
Gorai.001G001100.1.A	2591	2476.86	346.774	6.18196
Gorai.001G001100.1.D	2591	2476.86	352.226	6.27916
Gorai.001G001200.1.A	2440	2325.86	1567.9	29.7657
Gorai.001G001200.1.D	2440	2325.86	1556.1	29.5417
Gorai.001G001300.1.A	2275	2160.86	980.2	20.0295
Gorai.001G001300.1.D	2275	2160.86	1103.8	22.5551
Gorai.001G001400.1.A	1869	1754.86	44.2791	1.11413
Gorai.001G001400.1.D	1869	1754.86	91.7209	2.30785
Gorai.001G001500.1.A	1636	1521.86	303.027	8.79201
Gorai.001G001500.1.D	1636	1521.86	451.973	13.1135
Gorai.001G001600.1.A	2414	2299.86	389	7.46844
Gorai.001G001600.1.D	2414	2299.86	389	7.46844
Gorai.001G001700.1.A	621	506.862	0	0
Gorai.001G001700.1.D	621	506.862	0	0
Gorai.001G001800.1.A	1622	1507.86	47.0946	1.37909
Gorai.001G001800.1.D	1622	1507.86	37.9054	1.11
Gorai.001G001900.1.A	1893	1778.86	23.0476	0.572092
Gorai.001G001900.1.D	1893	1778.86	20.9524	0.520083
Gorai.001G002000.1.A	2575	2460.86	792.283	14.2159
Gorai.001G002000.1.D	2575	2460.86	306.439	5.49842
Gorai.001G002100.1.A	1933	1818.86	2	0.0485526
Gorai.001G002100.1.D	1933	1818.86	0	0
Gorai.001G002200.1.A	1511	1396.86	187.638	5.93131
Gorai.001G002200.1.D	1511	1396.86	235.362	7.43985
Gorai.001G002300.1.A	9038	8923.86	1446.99	7.15967
Gorai.001G002300.1.D	9038	8923.86	1426.01	7.05591
Gorai.001G002400.1.A	1315	1200.86	307.134	11.2932
Gorai.001G002400.1.D	1315	1200.86	480.866	17.6813
Gorai.001G002500.1.A	1371	1256.86	0	0
Gorai.001G002500.1.D	1371	1256.86	5	0.175657
Gorai.001G002600.1.A	1892	1777.86	0	0
Gorai.001G002600.1.D	1892	1777.86	0	0
Gorai.001G002700.1.A	3129	3014.86	291.468	4.26879
Gorai.001G002700.1.D	3129	3014.86	13.5324	0.198194
Gorai.001G002800.1.A	1758	1643.86	23.8378	0.6403
Gorai.001G002800.1.D	1758	1643.86	18.1622	0.487848
Gorai.001G002900.1.A	3057	2942.86	0	0
Gorai.001G002900.1.D	3057	2942.86	0	0
Gorai.001G003000.1.A	2943	2828.86	0	0
Gorai.001G003000.1.D	2943	2828.86	0	0
Gorai.001G003100.1.A	4194	4079.86	0	0
Gorai.001G003100.1.D	4194	4079.86	0	0
Gorai.001G003200.1.A	2367	2252.86	6.4	0.125437
Gorai.001G003200.1.D	2367	2252.86	153.6	3.0105
