target_id	length	eff_length	est_counts	tpm
Gorai.001G000100.1.A	299	188.745	0	0
Gorai.001G000100.1.D	299	188.745	0	0
Gorai.001G000200.1.A	505	394.59	6	0.59986
Gorai.001G000200.1.D	505	394.59	3	0.29993
Gorai.001G000300.1.A	587	476.59	5.04308	0.417442
Gorai.001G000300.1.D	587	476.59	21.4458	1.77518
Gorai.001G000400.1.A	1443	1332.59	110.809	3.28036
Gorai.001G000400.1.D	1443	1332.59	1.19149	0.0352727
Gorai.001G000500.1.A	983	872.59	88.5333	4.00259
Gorai.001G000500.1.D	983	872.59	39.4667	1.78429
Gorai.001G000600.1.A	675	564.59	0	0
Gorai.001G000600.1.D	675	564.59	0	0
Gorai.001G000700.1.A	935	824.59	0.5	0.0239208
Gorai.001G000700.1.D	935	824.59	0.5	0.0239208
Gorai.001G000800.1.A	1784	1673.59	25.3676	0.597965
Gorai.001G000800.1.D	1784	1673.59	43.6324	1.0285
Gorai.001G000900.1.A	1551	1440.59	472.211	12.9312
Gorai.001G000900.1.D	1551	1440.59	530.789	14.5354
Gorai.001G001000.1.A	1974	1863.59	112.369	2.37871
Gorai.001G001000.1.D	1974	1863.59	134.631	2.84996
Gorai.001G001100.1.A	2591	2480.59	249.046	3.96068
Gorai.001G001100.1.D	2591	2480.59	176.954	2.81416
Gorai.001G001200.1.A	2440	2329.59	1646.12	27.8757
Gorai.001G001200.1.D	2440	2329.59	1679.88	28.4475
Gorai.001G001300.1.A	2275	2164.59	1094.81	19.953
Gorai.001G001300.1.D	2275	2164.59	976.189	17.7911
Gorai.001G001400.1.A	1869	1758.59	78.6573	1.76449
Gorai.001G001400.1.D	1869	1758.59	73.3427	1.64527
Gorai.001G001500.1.A	1636	1525.59	210.8	5.45101
Gorai.001G001500.1.D	1636	1525.59	316.2	8.17652
Gorai.001G001600.1.A	2414	2303.59	354.363	6.06859
Gorai.001G001600.1.D	2414	2303.59	359.637	6.1589
Gorai.001G001700.1.A	621	510.59	0	0
Gorai.001G001700.1.D	621	510.59	0	0
Gorai.001G001800.1.A	1622	1511.59	7	0.182687
Gorai.001G001800.1.D	1622	1511.59	14	0.365375
Gorai.001G001900.1.A	1893	1782.59	20.0556	0.443841
Gorai.001G001900.1.D	1893	1782.59	17.9444	0.397121
Gorai.001G002000.1.A	2575	2464.59	469.728	7.51876
Gorai.001G002000.1.D	2575	2464.59	229.272	3.66987
Gorai.001G002100.1.A	1933	1822.59	0	0
Gorai.001G002100.1.D	1933	1822.59	0	0
Gorai.001G002200.1.A	1511	1400.59	233.588	6.57937
Gorai.001G002200.1.D	1511	1400.59	241.412	6.79973
Gorai.001G002300.1.A	9038	8927.59	1081.61	4.77948
Gorai.001G002300.1.D	9038	8927.59	1011.39	4.46919
Gorai.001G002400.1.A	1315	1204.59	555.747	18.2005
Gorai.001G002400.1.D	1315	1204.59	826.253	27.0594
Gorai.001G002500.1.A	1371	1260.59	0	0
Gorai.001G002500.1.D	1371	1260.59	0	0
Gorai.001G002600.1.A	1892	1781.59	5	0.110715
Gorai.001G002600.1.D	1892	1781.59	0	0
Gorai.001G002700.1.A	3129	3018.59	142.504	1.86238
Gorai.001G002700.1.D	3129	3018.59	90.4955	1.18268
Gorai.001G002800.1.A	1758	1647.59	4	0.0957757
Gorai.001G002800.1.D	1758	1647.59	2	0.0478879
Gorai.001G002900.1.A	3057	2946.59	0	0
Gorai.001G002900.1.D	3057	2946.59	0	0
Gorai.001G003000.1.A	2943	2832.59	0	0
Gorai.001G003000.1.D	2943	2832.59	0	0
Gorai.001G003100.1.A	4194	4083.59	1.33333	0.0128807
Gorai.001G003100.1.D	4194	4083.59	10.6667	0.103046
Gorai.001G003200.1.A	2367	2256.59	30.1053	0.526301
Gorai.001G003200.1.D	2367	2256.59	409.895	7.16579
Gorai.001G003300.1.A	2132	2021.59	700.952	13.6785
Gorai.001G003300.1.D	2132	2021.59	579.048	11.2997
Gorai.001G003400.1.A	496	385.59	59.8939	6.12776
Gorai.001G003400.1.D	496	385.59	7.10606	0.727023
Gorai.001G003500.1.A	2044	1933.59	310.487	6.33467
Gorai.001G003500.1.D	2044	1933.59	368.513	7.51852
Gorai.001G003600.1.A	2311	2200.59	11.7064	0.20986
Gorai.001G003600.1.D	2311	2200.59	78.1984	1.40185
Gorai.001G003700.1.A	2036	1925.59	409.647	8.39248
Gorai.001G003700.1.D	2036	1925.59	554.353	11.3571
Gorai.001G003800.1.A	1186	1075.59	54.7342	2.0075
Gorai.001G003800.1.D	1186	1075.59	39.2658	1.44017
Gorai.001G003900.1.A	1768	1657.59	0	0
Gorai.001G003900.1.D	1768	1657.59	1	0.0237995
Gorai.001G004000.1.A	2980	2869.59	899.293	12.3631
Gorai.001G004000.1.D	2980	2869.59	1183.71	16.2731
Gorai.001G004100.1.A	1773	1662.59	0	0
Gorai.001G004100.1.D	1773	1662.59	0	0
Gorai.001G004200.1.A	1672	1561.59	388.58	9.81653
Gorai.001G004200.1.D	1672	1561.59	445.42	11.2525
Gorai.001G004300.1.A	1755	1644.59	2	0.0479752
Gorai.001G004300.1.D	1755	1644.59	0	0
Gorai.001G004400.1.A	1633	1522.59	0	0
Gorai.001G004400.1.D	1633	1522.59	0	0
Gorai.001G004500.1.A	2100	1989.59	255.035	5.05685
Gorai.001G004500.1.D	2100	1989.59	350.965	6.95897
Gorai.001G004600.1.A	554	443.59	107	9.51583
Gorai.001G004600.1.D	554	443.59	0	0
Gorai.001G004700.1.A	773	662.59	0	0
Gorai.001G004700.1.D	773	662.59	3	0.178616
Gorai.001G004800.1.A	1302	1191.59	61.4686	2.03503
Gorai.001G004800.1.D	1302	1191.59	187.531	6.20857
Gorai.001G004900.1.A	694	583.59	239.375	16.1814
Gorai.001G004900.1.D	694	583.59	43.6245	2.94895
Gorai.001G005000.1.A	1167	1056.59	83.6115	3.12179
Gorai.001G005000.1.D	1167	1056.59	65.3885	2.4414
Gorai.001G005100.1.A	803	692.59	3	0.170879
Gorai.001G005100.1.D	803	692.59	0	0
Gorai.001G005200.1.A	2688	2577.59	247.422	3.78677
Gorai.001G005200.1.D	2688	2577.59	121.578	1.86074
Gorai.001G005300.1.A	1090	979.59	1	0.0402717
Gorai.001G005300.1.D	1090	979.59	0	0
Gorai.001G005400.1.A	1650	1539.59	7.5	0.192177
Gorai.001G005400.1.D	1650	1539.59	7.5	0.192177
Gorai.001G005500.1.A	1881	1770.59	3.34091	0.0744374
Gorai.001G005500.1.D	1881	1770.59	45.6591	1.01731
Gorai.001G005600.1.A	2246	2135.59	441.028	8.14691
Gorai.001G005600.1.D	2246	2135.59	311.972	5.76291
